	Gene	padj	FC	Tissue
4271	NTHL1	8.59e-44	-0.520089145	Exc_Neuron
4272	CEP89	8.72e-44	-0.095779533	Exc_Neuron
4273	PRPF40A	8.8e-44	0.111378321	Exc_Neuron
4274	NANS	9.28e-44	-0.665025085	Exc_Neuron
4275	SEC24A	9.31e-44	-0.015110743	Exc_Neuron
4276	RAPGEF5	9.4e-44	-0.0680944	Exc_Neuron
4277	PPFIA4	9.54e-44	0.045795947	Exc_Neuron
4278	AKAP11	9.58e-44	-0.03217322	Exc_Neuron
4279	ZNF397	9.61e-44	-0.041052695	Exc_Neuron
4280	MRPL50	1e-43	-0.386168679	Exc_Neuron
4281	ZNF138	1e-43	-0.129556838	Exc_Neuron
4282	JAK2	1.01e-43	0.034296508	Exc_Neuron
4283	IGSF11	1.12e-43	0.139496388	Exc_Neuron
4284	SMIM19	1.18e-43	-0.314032162	Exc_Neuron
4285	ANKRD42	1.21e-43	-0.184043432	Exc_Neuron
4286	GSTT2B	1.2200000000000001e-43	-0.450101822	Exc_Neuron
4287	ZUFSP	1.29e-43	-0.344916421	Exc_Neuron
4288	IGIP	1.3100000000000001e-43	0.009640879	Exc_Neuron
4289	IDH3G	1.3300000000000001e-43	-0.099610354	Exc_Neuron
4290	KIAA1586	1.3300000000000001e-43	-0.200741579	Exc_Neuron
4291	FBXO9	1.3300000000000001e-43	0.082297453	Exc_Neuron
4292	ZNF562	1.3300000000000001e-43	-0.25449713	Exc_Neuron
4293	TMEM106B	1.36e-43	-0.011744044	Exc_Neuron
4294	APOOL	1.39e-43	-0.01427151	Exc_Neuron
4295	MCF2L	1.41e-43	0.100450746	Exc_Neuron
4296	STAMBP	1.4200000000000001e-43	-0.275709346	Exc_Neuron
4297	MRPL45	1.43e-43	-0.163313963	Exc_Neuron
4298	SNX19	1.5100000000000001e-43	-0.14103107	Exc_Neuron
4299	EBP	1.5500000000000002e-43	-0.464631416	Exc_Neuron
4300	UTP11L	1.56e-43	-0.425905537	Exc_Neuron
4301	STAM	1.6000000000000001e-43	-0.15048202	Exc_Neuron
4302	YTHDF3	1.6400000000000002e-43	-0.025820012	Exc_Neuron
4303	DTWD2	1.6800000000000002e-43	-0.048044945	Exc_Neuron
4304	HHIP	1.74e-43	-0.412867614	Exc_Neuron
4305	HECW2	1.76e-43	-0.001018764	Exc_Neuron
4306	KDM5D	1.7700000000000002e-43	-0.368099448	Exc_Neuron
4307	CNPY3	1.8e-43	-0.356661931	Exc_Neuron
4308	LYRM1	1.85e-43	-0.457474259	Exc_Neuron
4309	LEPR	1.85e-43	-0.252360008	Exc_Neuron
4310	NSA2	1.85e-43	0.021353021	Exc_Neuron
4311	KITLG	1.88e-43	-0.035322499	Exc_Neuron
4312	MPLKIP	1.9000000000000002e-43	-0.190521207	Exc_Neuron
4313	MTM1	1.95e-43	-0.105968306	Exc_Neuron
4314	LSAMP	2e-43	0.267950537	Exc_Neuron
4315	DNAJC3	2.02e-43	-0.251144692	Exc_Neuron
4316	PARP2	2.07e-43	-0.230499608	Exc_Neuron
4317	CINP	2.07e-43	-0.158671285	Exc_Neuron
4318	RNF180	2.1900000000000003e-43	0.081956602	Exc_Neuron
4319	EFTUD2	2.24e-43	-0.119675514	Exc_Neuron
4320	FBXW4	2.5500000000000002e-43	0.010058662	Exc_Neuron
4321	ARHGEF10	2.5900000000000003e-43	-0.267204373	Exc_Neuron
4322	KIAA0907	2.6700000000000004e-43	-0.10901071	Exc_Neuron
4323	M6PR	2.68e-43	-0.092730843	Exc_Neuron
4324	UFM1	2.68e-43	-0.089537664	Exc_Neuron
4325	NR6A1	2.75e-43	0.075418302	Exc_Neuron
4326	SUMO2	2.89e-43	-0.294273088	Exc_Neuron
4327	ERCC6L2	3.04e-43	0.155953398	Exc_Neuron
4328	UNC50	3.05e-43	-0.317570559	Exc_Neuron
4329	TAF4B	3.12e-43	-0.160560652	Exc_Neuron
4330	PPP1R3E	3.19e-43	-0.08250739	Exc_Neuron
4331	HNRNPU	3.22e-43	-0.374977419	Exc_Neuron
4332	BACH2	3.26e-43	-0.068594007	Exc_Neuron
4333	MRPL23	3.29e-43	-0.550081979	Exc_Neuron
4334	GABRA2	3.3e-43	0.092771407	Exc_Neuron
4335	RHD	3.3e-43	-0.836995909	Exc_Neuron
4336	KIAA0196	3.3100000000000003e-43	-0.263550917	Exc_Neuron
4337	XBP1	3.3800000000000002e-43	-0.524948062	Exc_Neuron
4338	PGM1	3.4e-43	-0.26854109	Exc_Neuron
4339	AZIN2	3.5700000000000003e-43	-0.146118351	Exc_Neuron
4340	SUSD5	3.61e-43	-0.232883122	Exc_Neuron
4341	FAM161A	3.630000000000001e-43	-0.165172725	Exc_Neuron
4342	L1CAM	3.64e-43	0.006853171	Exc_Neuron
4343	RCL1	3.67e-43	-0.087096325	Exc_Neuron
4344	SLC2A3	3.8800000000000006e-43	-0.007554182	Exc_Neuron
4345	IFI27L2	3.95e-43	-0.798850161	Exc_Neuron
4346	XRN2	3.9900000000000006e-43	-0.05714592	Exc_Neuron
4347	SCO2	3.9900000000000006e-43	-0.628214488	Exc_Neuron
4348	DOK5	4e-43	0.01710653	Exc_Neuron
4349	NPAS4	4.2e-43	-3.923989798	Exc_Neuron
4350	ELK4	4.22e-43	-0.16419568	Exc_Neuron
4351	FAM133A	4.31e-43	-0.189618889	Exc_Neuron
4352	VCL	4.36e-43	-0.019250294	Exc_Neuron
4353	EXOC3	4.36e-43	-0.031039359	Exc_Neuron
4354	HES4	4.5e-43	-0.540135615	Exc_Neuron
4355	ZNF24	4.56e-43	0.151284948	Exc_Neuron
4356	PAICS	4.61e-43	-0.30776416	Exc_Neuron
4357	MBIP	4.6600000000000004e-43	-0.192410553	Exc_Neuron
4358	MSMO1	4.790000000000001e-43	-0.12446516	Exc_Neuron
4359	DNAJC2	4.87e-43	-0.162162085	Exc_Neuron
4360	CASC3	4.900000000000001e-43	0.071778619	Exc_Neuron
4361	PNKP	4.9900000000000005e-43	-0.288402467	Exc_Neuron
4362	INPP5A	5.05e-43	-0.02076327	Exc_Neuron
4363	MYO1E	5.14e-43	-0.75924886	Exc_Neuron
4364	CENPT	5.260000000000001e-43	-0.103928902	Exc_Neuron
4365	CELF2	5.38e-43	0.192050465	Exc_Neuron
4366	ZFAND2B	5.400000000000001e-43	-0.035283643	Exc_Neuron
4367	TMED8	5.41e-43	0.022496014	Exc_Neuron
4368	ATM	5.450000000000001e-43	0.052514074	Exc_Neuron
4369	HSPB3	5.450000000000001e-43	-1.207526416	Exc_Neuron
4370	DNAJC6	5.7900000000000005e-43	0.024853754	Exc_Neuron
4371	RARRES1	6.6200000000000005e-43	-0.695129862	Exc_Neuron
4372	PEA15	6.970000000000001e-43	0.108889129	Exc_Neuron
4373	MPP5	7.1500000000000004e-43	-0.070930454	Exc_Neuron
4374	MANBA	7.37e-43	-0.148097499	Exc_Neuron
4375	SEC61G	7.45e-43	-0.372889717	Exc_Neuron
4376	LMF1	7.75e-43	-0.085910316	Exc_Neuron
4377	SLC38A11	7.87e-43	-0.132016201	Exc_Neuron
4378	TPP2	8.15e-43	0.038616078	Exc_Neuron
4379	HIF1A	8.320000000000001e-43	-0.028552503	Exc_Neuron
4380	PWWP2A	8.350000000000001e-43	-0.139422195	Exc_Neuron
4381	PPP1R14C	8.380000000000001e-43	-0.121732011	Exc_Neuron
4382	CEP126	8.380000000000001e-43	0.129956961	Exc_Neuron
4383	ME1	8.600000000000001e-43	0.039703983	Exc_Neuron
4384	SYBU	9.22e-43	0.036891031	Exc_Neuron
4385	SIRT2	9.74e-43	0.189301732	Exc_Neuron
4386	KDM4B	9.760000000000001e-43	0.112770629	Exc_Neuron
4387	KLHDC1	9.790000000000001e-43	-0.049239407	Exc_Neuron
4388	PHC2	1.0099999999999999e-42	0.001389007	Exc_Neuron
4389	C11orf80	1.0099999999999999e-42	0.090526157	Exc_Neuron
4390	SCRG1	1.0099999999999999e-42	-0.469957834	Exc_Neuron
4391	XPO6	1.02e-42	0.071228681	Exc_Neuron
4392	CX3CL1	1.03e-42	0.000985438	Exc_Neuron
4393	RBMX2	1.08e-42	-0.013103291	Exc_Neuron
4394	SLC36A4	1.0999999999999999e-42	0.042355468	Exc_Neuron
4395	ZNF782	1.13e-42	0.097116784	Exc_Neuron
4396	EIF4ENIF1	1.1599999999999999e-42	-0.148367414	Exc_Neuron
4397	GAB2	1.18e-42	0.049700691	Exc_Neuron
4398	GART	1.2099999999999999e-42	-0.2273261	Exc_Neuron
4399	KLHL24	1.23e-42	0.135353653	Exc_Neuron
4400	SLC12A6	1.2399999999999998e-42	-0.026355967	Exc_Neuron
4401	CEP68	1.28e-42	0.033655282	Exc_Neuron
4402	MTERF2	1.2899999999999998e-42	-0.429773663	Exc_Neuron
4403	USP39	1.2999999999999998e-42	-0.032432273	Exc_Neuron
4404	OGFOD1	1.3499999999999998e-42	-0.127545871	Exc_Neuron
4405	NFKBIA	1.3899999999999998e-42	-0.178526179	Exc_Neuron
4406	CLYBL	1.4099999999999999e-42	-0.248137346	Exc_Neuron
4407	PPIL6	1.46e-42	-0.150718152	Exc_Neuron
4408	PICK1	1.56e-42	-0.005532474	Exc_Neuron
4409	RFC1	1.5799999999999997e-42	0.00932987	Exc_Neuron
4410	ERCC1	1.7799999999999997e-42	-0.026726081	Exc_Neuron
4411	SYT4	1.84e-42	0.032488342	Exc_Neuron
4412	OGG1	1.8699999999999998e-42	-0.554459425	Exc_Neuron
4413	CDKAL1	1.8799999999999997e-42	0.079468088	Exc_Neuron
4414	ZNF224	1.8799999999999997e-42	-0.230272755	Exc_Neuron
4415	USP25	1.89e-42	0.11157389	Exc_Neuron
4416	SHPRH	1.9799999999999997e-42	0.09353937	Exc_Neuron
4417	HSF2	1.9999999999999998e-42	-0.101125321	Exc_Neuron
4418	PARVB	2.01e-42	-0.144631725	Exc_Neuron
4419	HPS5	2.06e-42	-0.37578121	Exc_Neuron
4420	PAPOLG	2.09e-42	-0.212653151	Exc_Neuron
4421	SFT2D1	2.0999999999999997e-42	-0.173895577	Exc_Neuron
4422	HEY1	2.11e-42	-0.496801546	Exc_Neuron
4423	APOL2	2.1299999999999997e-42	-0.059498452	Exc_Neuron
4424	ADAM10	2.1699999999999998e-42	0.109844175	Exc_Neuron
4425	SRGAP2C	2.1799999999999997e-42	-0.043789551	Exc_Neuron
4426	EXTL3	2.19e-42	0.066469879	Exc_Neuron
4427	ZNF365	2.24e-42	0.010437069	Exc_Neuron
4428	KPNA2	2.34e-42	-0.322926248	Exc_Neuron
4429	GADD45A	2.3699999999999998e-42	-0.81470521	Exc_Neuron
4430	FAM184B	2.3699999999999998e-42	-0.156173043	Exc_Neuron
4431	ZNF382	2.4199999999999998e-42	-0.10188816	Exc_Neuron
4432	STXBP3	2.4499999999999997e-42	-0.026222343	Exc_Neuron
4433	SHISA6	2.5399999999999998e-42	-0.211620265	Exc_Neuron
4434	ITPA	2.5899999999999998e-42	-0.025084465	Exc_Neuron
4435	OTUD5	2.6299999999999996e-42	0.010077147	Exc_Neuron
4436	PRKD1	2.6699999999999997e-42	0.104894021	Exc_Neuron
4437	QRICH1	2.71e-42	-0.021116596	Exc_Neuron
4438	PIK3R4	2.7499999999999997e-42	-0.053174983	Exc_Neuron
4439	WDR44	2.7499999999999997e-42	-0.043391018	Exc_Neuron
4440	DNAJC5G	2.7799999999999996e-42	-0.325267962	Exc_Neuron
4441	C1orf50	2.8199999999999997e-42	-0.495988441	Exc_Neuron
4442	MSI2	2.9299999999999996e-42	0.032505473	Exc_Neuron
4443	FOXO3	2.94e-42	0.059995937	Exc_Neuron
4444	GPR135	2.97e-42	-0.133180061	Exc_Neuron
4445	DARS	3.05e-42	0.003916422	Exc_Neuron
4446	NEIL2	3.0599999999999995e-42	-0.342687282	Exc_Neuron
4447	TMUB2	3.08e-42	-0.070242186	Exc_Neuron
4448	CEP104	3.2599999999999995e-42	-0.077674114	Exc_Neuron
4449	MRPL2	3.5699999999999996e-42	-0.664014876	Exc_Neuron
4450	SDHAF3	3.61e-42	-0.697912467	Exc_Neuron
4451	CYB561D1	3.8699999999999996e-42	-0.310588985	Exc_Neuron
4452	CNOT1	3.88e-42	-0.04270316	Exc_Neuron
4453	SNRNP40	4.05e-42	-0.181996177	Exc_Neuron
4454	TBC1D12	4.0699999999999996e-42	-0.284144811	Exc_Neuron
4455	C12orf4	4.0999999999999995e-42	-0.074268655	Exc_Neuron
4456	GBA2	4.1399999999999996e-42	-0.119713764	Exc_Neuron
4457	SEPT4	4.1599999999999994e-42	-0.291736793	Exc_Neuron
4458	IFT81	4.2399999999999996e-42	-0.198720386	Exc_Neuron
4459	VGLL4	4.7399999999999996e-42	0.086363807	Exc_Neuron
4460	TSC2	4.759999999999999e-42	0.063585925	Exc_Neuron
4461	WDR27	4.7999999999999994e-42	0.071668179	Exc_Neuron
4462	SNRPD3	4.8099999999999996e-42	-0.054299304	Exc_Neuron
4463	BCAT1	4.8299999999999993e-42	-0.210158655	Exc_Neuron
4464	PIK3CA	4.8399999999999995e-42	0.063051066	Exc_Neuron
4465	HDAC8	4.8999999999999994e-42	0.053553661	Exc_Neuron
4466	FAM189A1	4.9399999999999995e-42	0.037576781	Exc_Neuron
4467	ARFGAP3	4.9399999999999995e-42	-0.167816884	Exc_Neuron
4468	TNFRSF21	4.95e-42	0.049962048	Exc_Neuron
4469	UBA52	4.9999999999999994e-42	0.091610488	Exc_Neuron
4470	FDX1	4.9999999999999994e-42	-0.266992902	Exc_Neuron
4471	SLC16A7	5.0299999999999993e-42	0.112813767	Exc_Neuron
4472	FAN1	5.1099999999999996e-42	-0.160083168	Exc_Neuron
4473	CSGALNACT2	5.19e-42	-0.124215863	Exc_Neuron
4474	TM2D2	5.2999999999999994e-42	-0.478918478	Exc_Neuron
4475	KCNMB4	5.2999999999999994e-42	0.075192776	Exc_Neuron
4476	DNER	5.329999999999999e-42	-0.105097132	Exc_Neuron
4477	HIST3H2A	5.3499999999999997e-42	-0.928113064	Exc_Neuron
4478	PTPRA	5.52e-42	0.074508189	Exc_Neuron
4479	ANKRD17	5.5699999999999994e-42	-0.02455481	Exc_Neuron
4480	YPEL5	5.69e-42	0.080516623	Exc_Neuron
4481	TIMM21	5.84e-42	-0.536031041	Exc_Neuron
4482	GAS8	5.85e-42	-0.00508555	Exc_Neuron
4483	F12	5.87e-42	-0.75994091	Exc_Neuron
4484	ATP6V0A1	6.16e-42	0.018019089	Exc_Neuron
4485	ELAVL4	6.44e-42	-0.011240519	Exc_Neuron
4486	CHD1	6.67e-42	0.076483307	Exc_Neuron
4487	AGO2	6.68e-42	-0.041958766	Exc_Neuron
4488	CTC-490E21.12	7.27e-42	-0.11467945	Exc_Neuron
4489	HIST1H4C	7.379999999999999e-42	-0.639131099	Exc_Neuron
4490	ZNF169	7.569999999999999e-42	-0.260372894	Exc_Neuron
4491	RBFOX2	7.769999999999999e-42	-0.020194063	Exc_Neuron
4492	SH2B1	7.829999999999999e-42	0.020599353	Exc_Neuron
4493	GTDC1	7.84e-42	0.026537196	Exc_Neuron
4494	TM9SF2	7.999999999999999e-42	0.043941964	Exc_Neuron
4495	OXA1L	8.059999999999999e-42	-0.188018062	Exc_Neuron
4496	SCN8A	8.599999999999999e-42	-0.000728166	Exc_Neuron
4497	SUPT16H	8.73e-42	0.069936976	Exc_Neuron
4498	ZNF780B	8.79e-42	0.032120782	Exc_Neuron
4499	PRR16	8.879999999999999e-42	0.110544982	Exc_Neuron
4500	PEX10	9.249999999999999e-42	-0.429225808	Exc_Neuron
4501	IMPAD1	9.349999999999999e-42	-0.079361456	Exc_Neuron
4502	NEU1	9.369999999999999e-42	-0.47727367	Exc_Neuron
4503	ZMYND11	9.629999999999999e-42	0.113244665	Exc_Neuron
4504	SHFM1	9.9e-42	0.11261959	Exc_Neuron
4505	NIPSNAP3B	1.04e-41	-0.402148566	Exc_Neuron
4506	PRTFDC1	1.0499999999999999e-41	-0.294754286	Exc_Neuron
4507	FRA10AC1	1.0699999999999999e-41	-0.056306031	Exc_Neuron
4508	VTI1A	1.08e-41	0.111667274	Exc_Neuron
4509	PITPNC1	1.1299999999999999e-41	0.006143183	Exc_Neuron
4510	EPHA3	1.18e-41	0.01066875	Exc_Neuron
4511	NOP58	1.19e-41	0.094369054	Exc_Neuron
4512	TANGO2	1.21e-41	-0.017037428	Exc_Neuron
4513	RAC3	1.22e-41	-0.171866907	Exc_Neuron
4514	RUBCN	1.23e-41	0.03083943	Exc_Neuron
4515	MAP3K3	1.27e-41	0.052337722	Exc_Neuron
4516	HCFC2	1.31e-41	-0.216488066	Exc_Neuron
4517	PSME3	1.37e-41	-0.26577908	Exc_Neuron
4518	RBM23	1.41e-41	-0.264236585	Exc_Neuron
4519	ZCCHC2	1.42e-41	0.0384431	Exc_Neuron
4520	DENND6A	1.46e-41	0.071944684	Exc_Neuron
4521	REXO2	1.46e-41	-0.347757574	Exc_Neuron
4522	ABR	1.51e-41	0.019679971	Exc_Neuron
4523	MYO5A	1.51e-41	-0.055371128	Exc_Neuron
4524	COQ7	1.52e-41	-0.479212895	Exc_Neuron
4525	RCN1	1.52e-41	-0.242126694	Exc_Neuron
4526	TIGAR	1.54e-41	-0.073968735	Exc_Neuron
4527	C1orf159	1.6499999999999999e-41	0.049578055	Exc_Neuron
4528	CDKN2D	1.6499999999999999e-41	0.045845763	Exc_Neuron
4529	DMKN	1.66e-41	-0.683033735	Exc_Neuron
4530	TMTC2	1.71e-41	0.022961257	Exc_Neuron
4531	RNF169	1.72e-41	0.057302211	Exc_Neuron
4532	ZNF667	1.7299999999999999e-41	0.0267211	Exc_Neuron
4533	EGR3	1.74e-41	0.112793715	Exc_Neuron
4534	YPEL4	1.76e-41	-0.045470794	Exc_Neuron
4535	CDC73	1.7699999999999998e-41	-0.005926156	Exc_Neuron
4536	MAP7	1.85e-41	-0.007345343	Exc_Neuron
4537	CCDC30	1.85e-41	0.065924589	Exc_Neuron
4538	EPHB2	1.85e-41	0.002729839	Exc_Neuron
4539	ABCF2	1.87e-41	-0.165776039	Exc_Neuron
4540	ZDHHC3	2.02e-41	-0.231870434	Exc_Neuron
4541	NUP50	2.03e-41	-0.217138811	Exc_Neuron
4542	SLC20A1	2.05e-41	-0.083743247	Exc_Neuron
4543	SAP130	2.05e-41	-0.06092493	Exc_Neuron
4544	ZCCHC9	2.07e-41	-0.335434995	Exc_Neuron
4545	PCNXL2	2.08e-41	-0.001384411	Exc_Neuron
4546	RALY	2.27e-41	-0.022833495	Exc_Neuron
4547	CAMKV	2.4e-41	0.175387993	Exc_Neuron
4548	COG2	2.45e-41	0.054380076	Exc_Neuron
4549	TAF6	2.49e-41	-0.103100523	Exc_Neuron
4550	NDRG1	2.57e-41	-0.220553078	Exc_Neuron
4551	PTPRF	2.58e-41	0.146287549	Exc_Neuron
4552	UBAC1	2.59e-41	-0.435368368	Exc_Neuron
4553	FBN1	2.6e-41	0.105848051	Exc_Neuron
4554	METTL16	2.71e-41	-0.015347114	Exc_Neuron
4555	RAB10	2.73e-41	0.106199949	Exc_Neuron
4556	RUNDC3B	2.81e-41	0.037617065	Exc_Neuron
4557	ACP2	2.8499999999999997e-41	-0.424205236	Exc_Neuron
4558	XPNPEP3	2.8499999999999997e-41	-0.178204361	Exc_Neuron
4559	GMFB	2.91e-41	0.014943644	Exc_Neuron
4560	C3orf58	2.9299999999999997e-41	0.068140772	Exc_Neuron
4561	RBMX	3.02e-41	0.106910238	Exc_Neuron
4562	RPP25L	3.02e-41	-0.715005958	Exc_Neuron
4563	RBM33	3.03e-41	0.080514674	Exc_Neuron
4564	GS1-114I9.3	3.17e-41	-0.032797047	Exc_Neuron
4565	SPATA6L	3.24e-41	-0.032511276	Exc_Neuron
4566	THUMPD2	3.2999999999999997e-41	-0.068979854	Exc_Neuron
4567	ORAOV1	3.3799999999999997e-41	-0.061718144	Exc_Neuron
4568	NSMCE1	3.49e-41	-0.493046325	Exc_Neuron
4569	MTA3	3.53e-41	0.100842261	Exc_Neuron
4570	COBL	3.59e-41	0.059035825	Exc_Neuron
4571	TIAM1	3.66e-41	0.032536256	Exc_Neuron
4572	RAP2A	3.7e-41	0.03368125	Exc_Neuron
4573	ZNF608	3.85e-41	-0.101434408	Exc_Neuron
4574	DDOST	3.87e-41	-0.341493	Exc_Neuron
4575	TADA2A	3.88e-41	-0.24914718	Exc_Neuron
4576	RASL11B	4.1e-41	-0.227043127	Exc_Neuron
4577	GSAP	4.1e-41	-0.262912232	Exc_Neuron
4578	TMEM196	4.13e-41	-0.072912161	Exc_Neuron
4579	EIF4E2	4.34e-41	-0.010555157	Exc_Neuron
4580	ZNF771	4.38e-41	-0.024763454	Exc_Neuron
4581	PACS1	4.4e-41	0.125937471	Exc_Neuron
4582	LRRC37A2	4.41e-41	-0.118244494	Exc_Neuron
4583	CRTAC1	4.5e-41	-0.078600802	Exc_Neuron
4584	DIP2A	4.5e-41	-0.074746059	Exc_Neuron
4585	PSTK	4.55e-41	-0.128062823	Exc_Neuron
4586	POLN	4.56e-41	0.083043112	Exc_Neuron
4587	NR2C2	4.63e-41	0.066973798	Exc_Neuron
4588	BMS1	4.67e-41	-0.145714812	Exc_Neuron
4589	LONP1	4.69e-41	-0.017566639	Exc_Neuron
4590	PPARGC1B	4.72e-41	-0.081675573	Exc_Neuron
4591	MAZ	4.769999999999999e-41	-0.198400204	Exc_Neuron
4592	ADIPOR1	4.82e-41	-0.138126059	Exc_Neuron
4593	ATXN2	4.85e-41	0.018555583	Exc_Neuron
4594	USP54	4.92e-41	-0.010977282	Exc_Neuron
4595	FTO	4.99e-41	0.058480066	Exc_Neuron
4596	TPBG	5.16e-41	-0.358381883	Exc_Neuron
4597	RYK	5.16e-41	0.119202341	Exc_Neuron
4598	TTC26	5.17e-41	-0.154169417	Exc_Neuron
4599	EBPL	5.22e-41	-0.535014293	Exc_Neuron
4600	CEP85L	5.22e-41	0.05694437	Exc_Neuron
4601	GNPDA1	5.44e-41	-0.016447063	Exc_Neuron
4602	PMEPA1	5.5e-41	-0.213190802	Exc_Neuron
4603	STX5	5.51e-41	-0.043706882	Exc_Neuron
4604	PDE6D	5.53e-41	-0.223374584	Exc_Neuron
4605	RHBDD2	5.77e-41	0.139848079	Exc_Neuron
4606	ALDH3A2	5.96e-41	-0.039706145	Exc_Neuron
4607	MVB12B	6.06e-41	0.12958326	Exc_Neuron
4608	FANCL	6.36e-41	0.02334398	Exc_Neuron
4609	ADD2	6.38e-41	0.082218259	Exc_Neuron
4610	LUC7L2	6.74e-41	-0.131017214	Exc_Neuron
4611	TTC27	6.759999999999999e-41	-0.114661568	Exc_Neuron
4612	NMRK1	6.77e-41	-0.080387607	Exc_Neuron
4613	PDS5A	6.81e-41	0.018924798	Exc_Neuron
4614	TAMM41	6.84e-41	-0.034701287	Exc_Neuron
4615	PPIE	6.889999999999999e-41	-0.240446965	Exc_Neuron
4616	TBC1D4	7.09e-41	0.060293133	Exc_Neuron
4617	BCAS4	7.529999999999999e-41	-0.138480592	Exc_Neuron
4618	METTL5	7.57e-41	-0.380681243	Exc_Neuron
4619	TSGA10	7.72e-41	0.100222636	Exc_Neuron
4620	RP11-613M10.9	8.12e-41	-0.17886207	Exc_Neuron
4621	HDAC9	8.2e-41	0.030024923	Exc_Neuron
4622	RPF2	8.6e-41	-0.105386721	Exc_Neuron
4623	POU2F1	8.73e-41	0.080445919	Exc_Neuron
4624	C5orf28	9.409999999999999e-41	-0.063136808	Exc_Neuron
4625	C17orf97	9.51e-41	-0.259245274	Exc_Neuron
4626	AEBP2	9.61e-41	-0.01153487	Exc_Neuron
4627	BCL7B	9.71e-41	-0.116794157	Exc_Neuron
4628	SLC11A2	9.76e-41	-0.129894394	Exc_Neuron
4629	WTAP	1.0299999999999999e-40	0.001447891	Exc_Neuron
4630	TPST2	1.06e-40	-0.079938268	Exc_Neuron
4631	PSRC1	1.06e-40	0.064373724	Exc_Neuron
4632	CNIH4	1.07e-40	-0.121681155	Exc_Neuron
4633	PCGF3	1.1399999999999999e-40	-0.048932946	Exc_Neuron
4634	ZNF7	1.15e-40	-0.439856369	Exc_Neuron
4635	UBAP1L	1.16e-40	0.080405882	Exc_Neuron
4636	TUB	1.19e-40	-0.067702354	Exc_Neuron
4637	IQCE	1.2e-40	-0.082985597	Exc_Neuron
4638	TRIQK	1.22e-40	-0.119686616	Exc_Neuron
4639	SEH1L	1.2299999999999999e-40	-0.234250491	Exc_Neuron
4640	FAM168A	1.24e-40	0.102661293	Exc_Neuron
4641	ZSCAN5A	1.25e-40	-0.140159157	Exc_Neuron
4642	UBP1	1.25e-40	0.104338086	Exc_Neuron
4643	SPIN1	1.27e-40	0.041414717	Exc_Neuron
4644	RAB11FIP2	1.31e-40	0.093824298	Exc_Neuron
4645	ZNF430	1.33e-40	-0.200947475	Exc_Neuron
4646	HAUS2	1.34e-40	-0.257753563	Exc_Neuron
4647	EPN1	1.36e-40	-0.003223067	Exc_Neuron
4648	WWC2	1.38e-40	0.035763075	Exc_Neuron
4649	DCUN1D5	1.45e-40	-0.220487413	Exc_Neuron
4650	EAF2	1.47e-40	-0.334433399	Exc_Neuron
4651	OTOGL	1.4999999999999999e-40	-0.161981177	Exc_Neuron
4652	COQ3	1.51e-40	-0.39462052	Exc_Neuron
4653	SAMD4A	1.51e-40	-0.0682564	Exc_Neuron
4654	SNF8	1.54e-40	-0.111741248	Exc_Neuron
4655	MRRF	1.6399999999999999e-40	-0.305035754	Exc_Neuron
4656	RUFY3	1.69e-40	-0.002004908	Exc_Neuron
4657	CALM2	1.76e-40	-1.100567661	Exc_Neuron
4658	DPH6	1.81e-40	0.050797159	Exc_Neuron
4659	PRSS3	1.8799999999999997e-40	-0.06078106	Exc_Neuron
4660	KIAA0430	1.89e-40	-0.087276463	Exc_Neuron
4661	KHDRBS2	1.93e-40	0.291765449	Exc_Neuron
4662	KIAA1324L	1.94e-40	-0.043850287	Exc_Neuron
4663	MTURN	1.95e-40	0.047731696	Exc_Neuron
4664	SMURF1	1.98e-40	0.093550205	Exc_Neuron
4665	OSTM1	1.99e-40	0.035100592	Exc_Neuron
4666	PRCC	2e-40	-0.058310729	Exc_Neuron
4667	MEGF9	2.02e-40	0.102032521	Exc_Neuron
4668	PMVK	2.07e-40	-0.133905091	Exc_Neuron
4669	DNAJC9	2.0999999999999998e-40	0.022425247	Exc_Neuron
4670	ADAM19	2.0999999999999998e-40	-0.310987096	Exc_Neuron
4671	COA5	2.18e-40	-0.454210456	Exc_Neuron
4672	KAT6A	2.2e-40	0.08642014	Exc_Neuron
4673	PTPN9	2.21e-40	0.038578927	Exc_Neuron
4674	RP5-972B16.2	2.22e-40	-0.119733754	Exc_Neuron
4675	TTC5	2.3e-40	-0.029910006	Exc_Neuron
4676	LARP4	2.34e-40	-0.047471251	Exc_Neuron
4677	KCNH5	2.41e-40	0.138985463	Exc_Neuron
4678	CCP110	2.68e-40	0.027882514	Exc_Neuron
4679	ASCC3	2.76e-40	0.10335043	Exc_Neuron
4680	SRSF12	2.76e-40	-0.171323538	Exc_Neuron
4681	SUZ12	2.77e-40	0.093064704	Exc_Neuron
4682	RPN1	2.79e-40	-0.006238722	Exc_Neuron
4683	RPF1	2.86e-40	-0.088183403	Exc_Neuron
4684	CAND2	2.89e-40	-0.223332207	Exc_Neuron
4685	GLT1D1	3.08e-40	0.049918397	Exc_Neuron
4686	C15orf41	3.2399999999999997e-40	0.007392815	Exc_Neuron
4687	ATP2B3	3.3199999999999997e-40	0.023464587	Exc_Neuron
4688	MTSS1	3.35e-40	-0.173339691	Exc_Neuron
4689	LRCH1	3.39e-40	0.090601795	Exc_Neuron
4690	CBFA2T2	3.4199999999999997e-40	0.135518196	Exc_Neuron
