	Gene	padj	FC	Tissue
25959	MIEF2	0.011665235	-0.698434125	Inh_Neuron
25960	RELN	0.011670217	0.095096413	Inh_Neuron
25961	ATP1A2	0.01167996	-0.287550039	Inh_Neuron
25962	PENK	0.011680977	-0.901666782	Inh_Neuron
25963	DPYSL4	0.01171042	0.407241632	Inh_Neuron
25964	CDCA7L	0.011732158	-0.027639718	Inh_Neuron
25965	CRB1	0.011733399	0.191408427	Inh_Neuron
25966	CENPW	0.011753395	-0.941933039	Inh_Neuron
25967	ARHGAP22	0.01178701	0.5625276	Inh_Neuron
25968	NUBP2	0.01178701	0.333427824	Inh_Neuron
25969	FBXO31	0.01178701	0.090607947	Inh_Neuron
25970	IPO13	0.0117878	0.290697671	Inh_Neuron
25971	PIGM	0.011892568	0.026906391	Inh_Neuron
25972	ANKRD33B	0.011892568	0.098230605	Inh_Neuron
25973	IRAK4	0.01190387	-0.49475577	Inh_Neuron
25974	PCK2	0.011922726	-1.151352588	Inh_Neuron
25975	ALG2	0.011929562	0.104854749	Inh_Neuron
25976	ACD	0.01194544	0.322327719	Inh_Neuron
25977	SLC10A1	0.011957278	-0.687966481	Inh_Neuron
25978	IMPDH1	0.01199171	0.231716998	Inh_Neuron
25979	XIRP2	0.012004519	-0.159273294	Inh_Neuron
25980	PPARA	0.01202275	0.323992081	Inh_Neuron
25981	SAP30L	0.012023815	-0.106180729	Inh_Neuron
25982	RNF121	0.012027106	-0.186431428	Inh_Neuron
25983	ZNF69	0.012031987	-0.69975903	Inh_Neuron
25984	RRP1	0.012063139	0.354017418	Inh_Neuron
25985	B3GALT4	0.012066339	-0.311812507	Inh_Neuron
25986	ZNF571	0.012109593	-0.40665472	Inh_Neuron
25987	RAB12	0.012159717	0.234454113	Inh_Neuron
25988	ZNF107	0.012175853	0.250987082	Inh_Neuron
25989	CHEK2	0.012186742	-0.254709668	Inh_Neuron
25990	PTGDS	0.012192605	0.155169661	Inh_Neuron
25991	MAP3K8	0.012227444	0.356813839	Inh_Neuron
25992	VSIG10	0.012227444	0.124490353	Inh_Neuron
25993	ZNF497	0.012292314	0.003887217	Inh_Neuron
25994	NUDT1	0.012321809	-2.040705461	Inh_Neuron
25995	ERMARD	0.012349505	-0.192618944	Inh_Neuron
25996	DDX19A	0.012367775	-0.400388031	Inh_Neuron
25997	ZNF606	0.012367775	-0.023727579	Inh_Neuron
25998	FLII	0.012370687	0.170130352	Inh_Neuron
25999	DCK	0.012381109	0.13644055	Inh_Neuron
26000	SLC39A1	0.012449798	-0.41803533	Inh_Neuron
26001	CNNM4	0.012466952	0.162050285	Inh_Neuron
26002	BCL3	0.012475065	-0.296020008	Inh_Neuron
26003	ZBTB26	0.012479903	0.162890498	Inh_Neuron
26004	BTC	0.012480751	0.075739392	Inh_Neuron
26005	DDX56	0.012487281	0.266979012	Inh_Neuron
26006	ANKDD1A	0.012487281	0.39413366	Inh_Neuron
26007	NT5C	0.012527801	-0.138638116	Inh_Neuron
26008	KCNQ4	0.012529195	0.019289905	Inh_Neuron
26009	RPS27	0.012588274	0.287833631	Inh_Neuron
26010	SPATA2L	0.012588351	0.028768005	Inh_Neuron
26011	TMEM158	0.012589164	-0.282679359	Inh_Neuron
26012	VRK2	0.012610921	-0.604553081	Inh_Neuron
26013	PRDX4	0.01263791	-0.567747371	Inh_Neuron
26014	CPNE5	0.012651265	0.020695576	Inh_Neuron
26015	LIPC	0.01266264	-0.051538192	Inh_Neuron
26016	PACRGL	0.012673373	0.359137193	Inh_Neuron
26017	ALG6	0.012724372	0.087997344	Inh_Neuron
26018	FOLR3	0.012730359	-3.231800324	Inh_Neuron
26019	OPN4	0.012730359	-0.46400119	Inh_Neuron
26020	NDE1	0.012730359	-0.106082963	Inh_Neuron
26021	ARHGEF33	0.012731424	-0.357432785	Inh_Neuron
26022	NCOA5	0.012732125	0.141164778	Inh_Neuron
26023	ZNF862	0.012743042	0.055984409	Inh_Neuron
26024	CSF2RA	0.012773542	-0.276678328	Inh_Neuron
26025	ERICH6	0.01278502	-0.636475398	Inh_Neuron
26026	AMDHD1	0.012835585	-0.807727188	Inh_Neuron
26027	MMACHC	0.012843896	-0.448374518	Inh_Neuron
26028	SLC9A8	0.012857459	0.047067278	Inh_Neuron
26029	KCTD12	0.012943051	0.02544132	Inh_Neuron
26030	GALNTL5	0.012951867	-0.527073376	Inh_Neuron
26031	RBM48	0.012963718	0.016834201	Inh_Neuron
26032	IMPA1	0.012966521	0.171053335	Inh_Neuron
26033	NYNRIN	0.012998988	-0.182880678	Inh_Neuron
26034	TDRD9	0.013054566	-0.194415822	Inh_Neuron
26035	EFCAB3	0.013063511	-0.274601894	Inh_Neuron
26036	SPTBN5	0.013090888	-1.523899789	Inh_Neuron
26037	C12orf42	0.013099831	0.026139243	Inh_Neuron
26038	AGBL2	0.013105531	-0.493583664	Inh_Neuron
26039	TP53TG5	0.013105531	-0.008205077	Inh_Neuron
26040	PRELID3A	0.013124694	0.154454511	Inh_Neuron
26041	PRPF39	0.013171168	0.208500943	Inh_Neuron
26042	FAM76A	0.013181014	0.277292964	Inh_Neuron
26043	SLC25A19	0.013181014	0.578506109	Inh_Neuron
26044	ZNF502	0.013200213	-0.737753272	Inh_Neuron
26045	YEATS4	0.013229157	-0.060682199	Inh_Neuron
26046	UAP1	0.013237216	0.079841099	Inh_Neuron
26047	SFTA3	0.013254968	-0.169400137	Inh_Neuron
26048	TNIP1	0.013272247	-0.014099204	Inh_Neuron
26049	SLC35A5	0.013292197	0.307184806	Inh_Neuron
26050	ERCC2	0.013294562	-0.107533478	Inh_Neuron
26051	NOTCH2	0.013310962	-0.094966911	Inh_Neuron
26052	ZNF382	0.013315591	0.212150152	Inh_Neuron
26053	ZNF449	0.013381263	0.125949267	Inh_Neuron
26054	FBXO18	0.013421354	0.249932161	Inh_Neuron
26055	BET1L	0.013423103	0.21070725	Inh_Neuron
26056	AAMDC	0.013435335	0.258364863	Inh_Neuron
26057	STYXL1	0.013484958	0.225574754	Inh_Neuron
26058	PRPF3	0.013496041	0.049067884	Inh_Neuron
26059	CD24	0.013525248	-0.595459895	Inh_Neuron
26060	SLC9A3R2	0.013554703	0.592845768	Inh_Neuron
26061	DLL1	0.013577278	-0.13733961	Inh_Neuron
26062	IQUB	0.013618035	0.149594218	Inh_Neuron
26063	ABCA7	0.013618128	0.287983799	Inh_Neuron
26064	C1orf105	0.013648839	2.437608264	Inh_Neuron
26065	CARD8	0.013656594	-0.374829316	Inh_Neuron
26066	MOCS1	0.01369295	-0.303045171	Inh_Neuron
26067	SOX4	0.0137543	0.22346413	Inh_Neuron
26068	LRRC34	0.0137888	-0.001300604	Inh_Neuron
26069	KIF13A	0.0137888	0.295411305	Inh_Neuron
26070	KLK6	0.013803348	-3.309197869	Inh_Neuron
26071	ZER1	0.013805737	0.283952977	Inh_Neuron
26072	SRXN1	0.013805737	-2.929090698	Inh_Neuron
26073	KLRC1	0.013809623	-2.497119853	Inh_Neuron
26074	RP3-403A15.5	0.013809624	0.194576027	Inh_Neuron
26075	TRIM45	0.013820115	-1.134465474	Inh_Neuron
26076	C16orf95	0.013822249	0.109434187	Inh_Neuron
26077	PLPPR2	0.013853858	0.427467565	Inh_Neuron
26078	SUN1	0.013864686	0.228069276	Inh_Neuron
26079	TIGD1	0.013930566	-0.406750169	Inh_Neuron
26080	PLK2	0.013936166	0.24849945	Inh_Neuron
26081	AHSA2	0.013960333	0.230030845	Inh_Neuron
26082	TP53BP2	0.014001139	0.196581528	Inh_Neuron
26083	FLT1	0.014016005	0.326535217	Inh_Neuron
26084	PHF10	0.014027917	0.350628378	Inh_Neuron
26085	DCDC2B	0.014029109	-1.479120643	Inh_Neuron
26086	ZNF214	0.014048728	-0.162318345	Inh_Neuron
26087	GRIN1	0.014101066	0.547269225	Inh_Neuron
26088	LRRIQ1	0.014146694	-0.164361829	Inh_Neuron
26089	PFKFB2	0.014149626	0.128563626	Inh_Neuron
26090	IGSF9B	0.014158901	-0.121264223	Inh_Neuron
26091	FANCM	0.014225202	0.204226595	Inh_Neuron
26092	ZC4H2	0.014227181	0.203487502	Inh_Neuron
26093	ENTPD7	0.014262765	-0.206345334	Inh_Neuron
26094	IL16	0.014315824	-0.039148186	Inh_Neuron
26095	GTF2H2	0.014358133	0.024812163	Inh_Neuron
26096	PDLIM7	0.014389087	-0.422494954	Inh_Neuron
26097	A2M	0.014394851	-1.140101938	Inh_Neuron
26098	YRDC	0.014396445	-0.16431874	Inh_Neuron
26099	TUBB3	0.01441974	-0.851033429	Inh_Neuron
26100	FIGN	0.014490733	0.233967219	Inh_Neuron
26101	ATP6V0D2	0.014507437	-1.686398955	Inh_Neuron
26102	METTL7A	0.014591722	-0.160499056	Inh_Neuron
26103	BEST4	0.014594238	-0.700548069	Inh_Neuron
26104	SMAGP	0.014599678	-1.119719715	Inh_Neuron
26105	MYOZ3	0.014600498	-0.206696412	Inh_Neuron
26106	CIC	0.014625627	0.029537526	Inh_Neuron
26107	C4orf45	0.014640715	-0.368865728	Inh_Neuron
26108	CA10	0.014679345	0.20957005	Inh_Neuron
26109	UGDH	0.014686342	0.103033826	Inh_Neuron
26110	HEXDC	0.014690279	0.310177758	Inh_Neuron
26111	EIF4E3	0.014717758	0.300144499	Inh_Neuron
26112	BTG3	0.014723572	-0.285974554	Inh_Neuron
26113	RSAD2	0.014737053	-0.134947965	Inh_Neuron
26114	BRMS1	0.014737053	-0.63692516	Inh_Neuron
26115	VPS16	0.01475325	-0.26475376	Inh_Neuron
26116	PER1	0.014762319	0.345099523	Inh_Neuron
26117	PI15	0.014771283	-0.535152369	Inh_Neuron
26118	ZNF233	0.014782384	-0.535200389	Inh_Neuron
26119	POSTN	0.014785711	0.261679062	Inh_Neuron
26120	ZKSCAN4	0.014796752	-1.371751011	Inh_Neuron
26121	NOL11	0.014817253	0.028073988	Inh_Neuron
26122	NR4A2	0.014825222	-0.339289677	Inh_Neuron
26123	NUDT18	0.014876188	-1.32509347	Inh_Neuron
26124	SLC15A4	0.014881576	0.315831859	Inh_Neuron
26125	KIAA0141	0.014882702	-0.023360455	Inh_Neuron
26126	MAS1	0.014906557	-0.924955653	Inh_Neuron
26127	TLL1	0.014937314	-0.435909698	Inh_Neuron
26128	HEATR4	0.014948503	0.093269888	Inh_Neuron
26129	CYP39A1	0.014953811	-0.681955014	Inh_Neuron
26130	ZNF526	0.014983944	0.143937413	Inh_Neuron
26131	FTCDNL1	0.014984436	-0.080193497	Inh_Neuron
26132	MYOF	0.015007094	-0.698158216	Inh_Neuron
26133	LATS2	0.015099892	-0.405007124	Inh_Neuron
26134	PZP	0.015141113	-0.432360764	Inh_Neuron
26135	SEPHS1	0.015180073	-0.215728496	Inh_Neuron
26136	FPGS	0.015197179	0.40970871	Inh_Neuron
26137	ZNF534	0.015243168	-0.149431878	Inh_Neuron
26138	PYGO2	0.015294329	-0.065524289	Inh_Neuron
26139	GLIS1	0.0153609	-0.026703321	Inh_Neuron
26140	C17orf67	0.015379285	-0.126595785	Inh_Neuron
26141	MTHFS	0.015480216	-0.324609929	Inh_Neuron
26142	MRPS28	0.015507073	-0.360841176	Inh_Neuron
26143	ZDHHC2	0.015534404	0.390492282	Inh_Neuron
26144	SLC22A14	0.015546836	-0.143137213	Inh_Neuron
26145	GPR137B	0.015580607	-0.078772358	Inh_Neuron
26146	ZNF446	0.015615526	-0.00680965	Inh_Neuron
26147	JMJD1C	0.015615601	0.106912367	Inh_Neuron
26148	MMP28	0.015649902	0.119791287	Inh_Neuron
26149	DDN	0.015710546	0.114928861	Inh_Neuron
26150	POC5	0.015710833	0.258050861	Inh_Neuron
26151	BRPF1	0.015720559	-0.371906438	Inh_Neuron
26152	KIAA1257	0.015735833	-1.864877914	Inh_Neuron
26153	CTAGE5	0.015739708	0.130932635	Inh_Neuron
26154	CCNF	0.015746231	-0.188010778	Inh_Neuron
26155	SPTY2D1	0.015767451	-0.071664191	Inh_Neuron
26156	CHRND	0.015867669	-3.585754149	Inh_Neuron
26157	IBA57	0.01588081	-0.249668776	Inh_Neuron
26158	FAM186A	0.015886215	-0.510630176	Inh_Neuron
26159	SPINT1	0.015898178	-1.402293373	Inh_Neuron
26160	COBLL1	0.015932724	0.419730962	Inh_Neuron
26161	AKT2	0.015941456	0.342951026	Inh_Neuron
26162	BEND7	0.015943964	0.309821037	Inh_Neuron
26163	GPHN	0.015948623	0.050936607	Inh_Neuron
26164	IL17RE	0.015953414	-0.830113873	Inh_Neuron
26165	LRRK1	0.015977845	0.166483369	Inh_Neuron
26166	ZBTB39	0.016010273	-0.670460553	Inh_Neuron
26167	TRIM46	0.016019783	0.36811137	Inh_Neuron
26168	ECM1	0.016029272	0.243127495	Inh_Neuron
26169	RGN	0.016062523	0.049164249	Inh_Neuron
26170	GLS2	0.01610075	0.179129714	Inh_Neuron
26171	DNAH1	0.016105715	-0.271679369	Inh_Neuron
26172	STRIP2	0.016105715	0.082988048	Inh_Neuron
26173	POLR1E	0.016111653	-0.627541184	Inh_Neuron
26174	EXD2	0.016134884	0.031429853	Inh_Neuron
26175	OPN3	0.016198231	0.089071048	Inh_Neuron
26176	KDM5C	0.016201044	0.332968912	Inh_Neuron
26177	SLC35C1	0.01621379	0.029457912	Inh_Neuron
26178	ITIH2	0.016214791	-1.600213881	Inh_Neuron
26179	ANGEL2	0.016225206	0.196518617	Inh_Neuron
26180	PGAP3	0.016247367	-0.062752737	Inh_Neuron
26181	NACC1	0.016247367	0.176182522	Inh_Neuron
26182	SLC11A2	0.016249983	0.156629619	Inh_Neuron
26183	FURIN	0.016252125	0.289194665	Inh_Neuron
26184	ZNF354A	0.016252348	-0.081336869	Inh_Neuron
26185	POLG	0.0162528	0.240737023	Inh_Neuron
26186	SNAPC4	0.016329803	0.135604386	Inh_Neuron
26187	GTSE1	0.016337838	-2.733795421	Inh_Neuron
26188	GFAP	0.01647399	2.544231637	Inh_Neuron
26189	CTD-2535L24.2	0.01647399	0.323925162	Inh_Neuron
26190	SMC4	0.016512264	-0.730161237	Inh_Neuron
26191	KCNK2	0.016528484	0.004993658	Inh_Neuron
26192	ARSD	0.016528484	-1.451454049	Inh_Neuron
26193	MYH7B	0.016540388	-0.063243917	Inh_Neuron
26194	ZNF618	0.016588129	-0.003877177	Inh_Neuron
26195	MOXD1	0.016590994	-0.099751689	Inh_Neuron
26196	RNF128	0.016604367	0.173264345	Inh_Neuron
26197	DGCR8	0.016604367	0.09520355	Inh_Neuron
26198	IFFO1	0.016700004	0.045740623	Inh_Neuron
26199	RABGEF1	0.016743634	0.400599885	Inh_Neuron
26200	COL4A1	0.01677322	-0.243767581	Inh_Neuron
26201	RHOG	0.016779501	-0.837824633	Inh_Neuron
26202	MOSPD1	0.016792116	0.04354554	Inh_Neuron
26203	L3MBTL3	0.016841463	0.084590412	Inh_Neuron
26204	CMPK2	0.016856932	0.090550162	Inh_Neuron
26205	EMILIN1	0.01688026	-2.137014623	Inh_Neuron
26206	ATG9B	0.016882831	-0.099640186	Inh_Neuron
26207	SDC2	0.016884175	-0.103744758	Inh_Neuron
26208	CCDC22	0.016929688	-0.392412229	Inh_Neuron
26209	POLR2D	0.01694358	-0.011358389	Inh_Neuron
26210	C3orf80	0.016974384	-0.066372181	Inh_Neuron
26211	NOX4	0.017002238	-0.367570867	Inh_Neuron
26212	VWA3A	0.017074973	0.164801031	Inh_Neuron
26213	TCTN1	0.017091272	0.051290949	Inh_Neuron
26214	SLC52A2	0.017096461	-0.56171643	Inh_Neuron
26215	CYP3A5	0.017117503	-0.186968826	Inh_Neuron
26216	ATP6V1C2	0.017203957	-0.13902229	Inh_Neuron
26217	NHSL1	0.017206924	-0.54819164	Inh_Neuron
26218	SPIRE2	0.017215549	0.315365167	Inh_Neuron
26219	C19orf38	0.01722812	-0.392178306	Inh_Neuron
26220	UBQLN4	0.017253749	0.546056955	Inh_Neuron
26221	NFIL3	0.017272678	-0.366798769	Inh_Neuron
26222	CHAMP1	0.017277739	0.744895688	Inh_Neuron
26223	GINS1	0.017284167	0.134242768	Inh_Neuron
26224	GXYLT2	0.01728703	0.042739853	Inh_Neuron
26225	TECTA	0.017321031	0.178323694	Inh_Neuron
26226	ANO1	0.017325323	0.094454724	Inh_Neuron
26227	HNRNPA1L2	0.017354608	0.22144638	Inh_Neuron
26228	IGF2R	0.017355607	0.408089438	Inh_Neuron
26229	DNAH14	0.017394864	0.071649235	Inh_Neuron
26230	TIGD2	0.017411545	-1.222596005	Inh_Neuron
26231	CHMP6	0.017431508	-0.006393418	Inh_Neuron
26232	MED12	0.017499265	0.092960872	Inh_Neuron
26233	GRM4	0.017535232	-0.118539857	Inh_Neuron
26234	WNT2B	0.017566772	0.009812939	Inh_Neuron
26235	GCN1	0.017567922	-0.371830547	Inh_Neuron
26236	IARS2	0.017594009	-0.008522835	Inh_Neuron
26237	AGAP5	0.017636537	-0.09217902	Inh_Neuron
26238	TMEM81	0.017660138	-0.447146725	Inh_Neuron
26239	ZNF432	0.017684177	0.461178414	Inh_Neuron
26240	CPLX3	0.017687953	0.32296265	Inh_Neuron
26241	TRIM11	0.017726737	0.172227872	Inh_Neuron
26242	CYP26A1	0.017774711	-0.535119016	Inh_Neuron
26243	AMT	0.017800395	0.026903838	Inh_Neuron
26244	MSH4	0.017812364	0.165859205	Inh_Neuron
26245	PGBD1	0.017822603	0.069186396	Inh_Neuron
26246	FUCA1	0.017832585	-0.096880805	Inh_Neuron
26247	RCBTB2	0.017844551	0.270590528	Inh_Neuron
26248	SLC25A41	0.017879718	-0.145838824	Inh_Neuron
26249	MAPK12	0.017917942	0.203570403	Inh_Neuron
26250	C22orf46	0.017920324	-0.382623637	Inh_Neuron
26251	ZBTB34	0.017927961	-0.193103117	Inh_Neuron
26252	FAM189B	0.017942904	0.147366863	Inh_Neuron
26253	NFE2L3	0.017942904	-0.658485554	Inh_Neuron
26254	SZT2	0.017950735	-0.001537881	Inh_Neuron
26255	C1orf56	0.017955195	-0.489122213	Inh_Neuron
26256	GRB14	0.017960202	0.215498816	Inh_Neuron
26257	APOBEC4	0.017975705	-1.37522364	Inh_Neuron
26258	TTC5	0.018056689	-0.003003073	Inh_Neuron
26259	MAEL	0.018059223	-1.188018058	Inh_Neuron
26260	MTFR1	0.018103977	0.058019442	Inh_Neuron
26261	PLOD1	0.018143094	0.247987716	Inh_Neuron
26262	KCNV1	0.018143094	0.896383058	Inh_Neuron
26263	KCNQ1	0.018143167	-0.334684984	Inh_Neuron
26264	SLC16A4	0.018157194	-0.475508852	Inh_Neuron
26265	TNS2	0.018189257	0.069404962	Inh_Neuron
26266	SLCO5A1	0.018204585	0.172541043	Inh_Neuron
26267	NBPF20	0.018226365	0.183927011	Inh_Neuron
26268	MLST8	0.018270255	0.528853329	Inh_Neuron
26269	ZC3H4	0.018270255	0.376639412	Inh_Neuron
26270	SEMA3C	0.018277262	-0.053761201	Inh_Neuron
26271	BCAR3	0.018279281	0.075488669	Inh_Neuron
26272	UNK	0.018287821	0.09004862	Inh_Neuron
26273	PCOLCE2	0.018305304	0.168006592	Inh_Neuron
26274	NADSYN1	0.018305304	0.032156832	Inh_Neuron
26275	RHPN2	0.018338089	-0.682502941	Inh_Neuron
26276	SLC19A1	0.018338432	0.392495791	Inh_Neuron
26277	BIN2	0.018341757	0.069225918	Inh_Neuron
26278	DUSP11	0.018344046	-0.08082817	Inh_Neuron
26279	ICK	0.018356604	-0.036709994	Inh_Neuron
26280	ZNF347	0.018362866	-0.123298087	Inh_Neuron
26281	MBD4	0.018405966	0.045737137	Inh_Neuron
26282	COIL	0.01849678	0.086825736	Inh_Neuron
26283	ZNF70	0.018499292	-0.212132709	Inh_Neuron
26284	ARHGAP31	0.018509488	0.100494485	Inh_Neuron
26285	UGT2B28	0.018509488	-3.641214662	Inh_Neuron
26286	VPS72	0.018550316	0.130479715	Inh_Neuron
26287	C10orf107	0.018592367	-0.447155227	Inh_Neuron
26288	NLGN1	0.018608086	0.226243788	Inh_Neuron
26289	KCNQ2	0.018655314	0.308699033	Inh_Neuron
26290	ZNF135	0.01869274	-0.01874952	Inh_Neuron
26291	DERA	0.018771623	-0.538460857	Inh_Neuron
26292	PPAT	0.018787557	-0.039820683	Inh_Neuron
26293	MARVELD2	0.018787557	-0.419673349	Inh_Neuron
26294	DLK2	0.018794102	0.079047	Inh_Neuron
26295	ZNF143	0.018821168	0.075918631	Inh_Neuron
26296	ZSCAN30	0.018882594	-0.140801639	Inh_Neuron
26297	ZFP1	0.01890717	-0.271783501	Inh_Neuron
26298	DRD1	0.018909158	-0.022361117	Inh_Neuron
26299	LRRC42	0.018959194	-0.235390562	Inh_Neuron
26300	SF3B4	0.018959443	0.26272767	Inh_Neuron
26301	MICAL1	0.018959639	0.358355568	Inh_Neuron
26302	PNPLA6	0.019007113	0.408925258	Inh_Neuron
26303	NKPD1	0.019065016	-1.109752659	Inh_Neuron
26304	ETAA1	0.019067136	-0.190595828	Inh_Neuron
26305	CDADC1	0.019067136	0.114435167	Inh_Neuron
26306	NKIRAS2	0.019083815	0.11649045	Inh_Neuron
26307	ZBTB22	0.019135155	-0.209544713	Inh_Neuron
26308	QTRTD1	0.019227133	0.031518777	Inh_Neuron
26309	BOC	0.019291983	-0.769330001	Inh_Neuron
26310	EXOSC8	0.019352141	0.186873961	Inh_Neuron
26311	PSAT1	0.019368073	0.113603075	Inh_Neuron
26312	FAM78A	0.019377228	-1.120182683	Inh_Neuron
26313	ZNF132	0.019402411	-0.36577823	Inh_Neuron
26314	RAB35	0.01940317	0.209563759	Inh_Neuron
26315	NGDN	0.019404382	-0.22308388	Inh_Neuron
26316	NUP205	0.019413454	0.489410711	Inh_Neuron
26317	TECPR1	0.01945274	0.197059039	Inh_Neuron
26318	ZNF268	0.019529997	0.103467742	Inh_Neuron
26319	TXNRD3	0.019573539	-0.299730156	Inh_Neuron
26320	PRSS48	0.019609457	-0.871754466	Inh_Neuron
26321	RABL6	0.019609457	0.525658368	Inh_Neuron
26322	ROR2	0.01968797	0.399755896	Inh_Neuron
26323	VMO1	0.019713554	-0.211470632	Inh_Neuron
26324	ATXN2L	0.019725631	0.2029885	Inh_Neuron
26325	PDZK1	0.019731033	-0.920249736	Inh_Neuron
26326	PINLYP	0.019756099	-0.902026245	Inh_Neuron
26327	MOSPD2	0.019757421	0.322973462	Inh_Neuron
26328	EDA	0.019777635	-0.116899263	Inh_Neuron
26329	TSPAN12	0.01978418	0.025293754	Inh_Neuron
26330	PRSS36	0.01978418	-1.722766979	Inh_Neuron
26331	GMNN	0.019814312	-0.294227027	Inh_Neuron
26332	IL1RL2	0.019823906	-0.719302047	Inh_Neuron
26333	LUC7L3	0.01983559	0.163241433	Inh_Neuron
26334	TARBP2	0.019848952	-0.40216802	Inh_Neuron
26335	ANXA2	0.019852186	-0.269632765	Inh_Neuron
26336	C1orf53	0.019906699	-1.115874432	Inh_Neuron
26337	GBP4	0.019911927	-0.990552642	Inh_Neuron
26338	IQCA1	0.019924654	0.145977569	Inh_Neuron
26339	FBLN1	0.019924654	-0.984495168	Inh_Neuron
26340	STAT6	0.019962197	0.444660491	Inh_Neuron
26341	WDHD1	0.019975895	0.245217957	Inh_Neuron
26342	GAS6	0.019982133	0.274488657	Inh_Neuron
26343	PPTC7	0.020019403	0.164120902	Inh_Neuron
26344	CHRNA5	0.020103219	-1.279428473	Inh_Neuron
26345	FLNA	0.020192221	-0.094174622	Inh_Neuron
26346	ZBED8	0.020204725	-0.197912409	Inh_Neuron
26347	PRLR	0.020214024	-0.861142953	Inh_Neuron
26348	TAP1	0.020229881	-0.264328366	Inh_Neuron
26349	CERCAM	0.020250403	0.251486026	Inh_Neuron
26350	ZDHHC13	0.020250403	0.223828842	Inh_Neuron
26351	EFCAB5	0.020275505	-0.120389427	Inh_Neuron
26352	KCTD11	0.020281928	-0.005435031	Inh_Neuron
26353	NELFB	0.020288384	0.019439181	Inh_Neuron
26354	HMGXB3	0.020290455	0.327839239	Inh_Neuron
26355	GTF2IRD2B	0.020290455	0.211593363	Inh_Neuron
26356	NPAS1	0.020290455	0.148539719	Inh_Neuron
26357	MID2	0.020300809	-0.223363414	Inh_Neuron
26358	CNEP1R1	0.020354854	0.396313862	Inh_Neuron
26359	BIVM	0.020369515	-0.196863305	Inh_Neuron
26360	TMEM206	0.020434292	-0.631038256	Inh_Neuron
26361	SNIP1	0.020465321	-0.163785135	Inh_Neuron
26362	DAP	0.020490187	0.102622164	Inh_Neuron
26363	EIF2D	0.020496371	-0.258158999	Inh_Neuron
26364	BRPF3	0.020523821	0.490760075	Inh_Neuron
26365	KIF4A	0.020525135	-0.604734516	Inh_Neuron
26366	PKN1	0.020570303	-0.027703046	Inh_Neuron
26367	GYS2	0.020588404	-0.550656998	Inh_Neuron
26368	UNC13C	0.020605563	0.227259191	Inh_Neuron
26369	PLA2G4A	0.020621686	-1.18873618	Inh_Neuron
26370	CNPY4	0.020633786	-0.070345343	Inh_Neuron
26371	CLK4	0.020635313	0.176929802	Inh_Neuron
26372	WNT10B	0.020701979	-0.115006329	Inh_Neuron
26373	KCNK10	0.020717356	0.152247095	Inh_Neuron
26374	CLCN6	0.020736052	-0.255458526	Inh_Neuron
26375	WDR92	0.020761076	-0.081629961	Inh_Neuron
26376	BPHL	0.020796949	0.196350606	Inh_Neuron
26377	ADIRF	0.020796949	0.795826663	Inh_Neuron
26378	CPSF1	0.020832999	0.081503122	Inh_Neuron
26379	WDR53	0.020932092	-0.343945429	Inh_Neuron
26380	GPR61	0.0209947	-0.216395989	Inh_Neuron
26381	HTR5A	0.021069326	-0.187217723	Inh_Neuron
26382	CNTNAP4	0.02110213	0.236342154	Inh_Neuron
26383	C21orf58	0.021104464	-0.748594336	Inh_Neuron
26384	FOXO1	0.021185441	-0.058959249	Inh_Neuron
26385	BMPR1B	0.021187958	-0.17248032	Inh_Neuron
26386	CABLES2	0.021231887	-0.053638745	Inh_Neuron
26387	KDR	0.021268352	-1.594827711	Inh_Neuron
26388	CD163L1	0.021268352	0.162954583	Inh_Neuron
26389	NCLN	0.021276334	0.314847846	Inh_Neuron
26390	CTD-2192J16.20	0.021363908	0.07666912	Inh_Neuron
26391	THNSL1	0.021366089	-0.209599354	Inh_Neuron
26392	SOCS2	0.021428192	0.028940053	Inh_Neuron
26393	CCDC157	0.021442917	0.138640545	Inh_Neuron
26394	ADGRA2	0.021456066	-0.021897933	Inh_Neuron
26395	HSCB	0.021471946	-0.305811758	Inh_Neuron
26396	ZNF784	0.021758848	-1.088276184	Inh_Neuron
26397	MMP25	0.021766692	-1.371846395	Inh_Neuron
26398	HSD17B14	0.021800901	-0.326798698	Inh_Neuron
26399	SLC12A9	0.021802504	0.300793977	Inh_Neuron
26400	ZMYND12	0.021803821	-1.246397994	Inh_Neuron
26401	DIRAS3	0.021816494	-0.2633476	Inh_Neuron
26402	C14orf37	0.021868339	0.38412009	Inh_Neuron
26403	ZNF418	0.021880877	-0.151350611	Inh_Neuron
26404	DGKQ	0.021918592	-0.184290221	Inh_Neuron
26405	LYSMD3	0.021926833	0.317686625	Inh_Neuron
26406	FAM220A	0.021948129	-0.032206921	Inh_Neuron
26407	PRRC1	0.021958161	0.320765423	Inh_Neuron
26408	LTA4H	0.022017852	0.025527332	Inh_Neuron
26409	ZNF345	0.022019094	0.317819326	Inh_Neuron
26410	KCNK15	0.022027159	-2.310040798	Inh_Neuron
26411	PCDHB2	0.022038948	-0.781624303	Inh_Neuron
26412	NKX3-1	0.022105132	-0.237467068	Inh_Neuron
26413	GLA	0.02213755	-0.041025257	Inh_Neuron
26414	DGKK	0.022168461	-0.779202733	Inh_Neuron
26415	ABCC4	0.022226758	-0.005192566	Inh_Neuron
26416	C14orf178	0.022295814	-0.560642731	Inh_Neuron
