	Gene	padj	FC	Tissue
7477	CASC10	1.49e-05	-0.120951595	Exc_Neuron
7478	CHST8	1.49e-05	0.047973473	Exc_Neuron
7479	CCBE1	1.5e-05	0.067561753	Exc_Neuron
7480	CDH22	1.5e-05	-0.112376914	Exc_Neuron
7481	FAM120B	1.52e-05	-0.068004187	Exc_Neuron
7482	MAP2K5	1.52e-05	-0.085150706	Exc_Neuron
7483	TDRD7	1.52e-05	0.006894595	Exc_Neuron
7484	STRIP2	1.53e-05	-0.044268589	Exc_Neuron
7485	C8orf58	1.53e-05	0.197720633	Exc_Neuron
7486	HSPB3	1.54e-05	0.554387206	Exc_Neuron
7487	XRN1	1.54e-05	-0.076952394	Exc_Neuron
7488	HYAL2	1.54e-05	0.130437665	Exc_Neuron
7489	STYX	1.55e-05	0.007337149	Exc_Neuron
7490	CCNB1IP1	1.55e-05	-0.200254774	Exc_Neuron
7491	COBL	1.56e-05	-0.039376728	Exc_Neuron
7492	FAM214A	1.56e-05	-0.117627814	Exc_Neuron
7493	ZCCHC9	1.56e-05	-0.025237858	Exc_Neuron
7494	SUSD5	1.57e-05	-0.181134578	Exc_Neuron
7495	ZNF836	1.57e-05	0.101812119	Exc_Neuron
7496	ETFDH	1.57e-05	-0.215623412	Exc_Neuron
7497	C14orf93	1.57e-05	0.172162205	Exc_Neuron
7498	CYP2E1	1.58e-05	0.091125696	Exc_Neuron
7499	KRT222	1.58e-05	1.47578702	Exc_Neuron
7500	DHX57	1.59e-05	-0.088258286	Exc_Neuron
7501	RP11-449H3.3	1.59e-05	0.180479714	Exc_Neuron
7502	RNF182	1.6e-05	0.147234578	Exc_Neuron
7503	VSIG10	1.61e-05	-0.095937664	Exc_Neuron
7504	MAD2L2	1.61e-05	0.228487932	Exc_Neuron
7505	SCIMP	1.62e-05	-0.124646036	Exc_Neuron
7506	ARMC7	1.62e-05	0.261929695	Exc_Neuron
7507	COG8	1.64e-05	-0.245390083	Exc_Neuron
7508	ZNF286B	1.64e-05	0.362227421	Exc_Neuron
7509	FSTL5	1.65e-05	-0.136985145	Exc_Neuron
7510	MBTD1	1.65e-05	-0.180435746	Exc_Neuron
7511	SAMD4A	1.65e-05	-0.219040126	Exc_Neuron
7512	KIAA1958	1.65e-05	-0.136222814	Exc_Neuron
7513	ADAMTS17	1.65e-05	-0.089048476	Exc_Neuron
7514	ZNF562	1.65e-05	0.02140916	Exc_Neuron
7515	CCDC7	1.66e-05	-0.067489023	Exc_Neuron
7516	ZNF75A	1.66e-05	-0.002468313	Exc_Neuron
7517	KHDRBS3	1.67e-05	-0.167714632	Exc_Neuron
7518	SLC25A33	1.67e-05	-0.004661647	Exc_Neuron
7519	PPM1E	1.68e-05	-0.05068532	Exc_Neuron
7520	DCP1A	1.68e-05	-0.159582025	Exc_Neuron
7521	CPNE1	1.68e-05	-0.103989927	Exc_Neuron
7522	MCEE	1.68e-05	0.07670143	Exc_Neuron
7523	STK17B	1.68e-05	0.390805083	Exc_Neuron
7524	OXSM	1.68e-05	0.135554145	Exc_Neuron
7525	ANAPC10	1.69e-05	-0.248910533	Exc_Neuron
7526	KLF3	1.69e-05	-0.088331903	Exc_Neuron
7527	KCTD7	1.7e-05	-0.224909988	Exc_Neuron
7528	MPPE1	1.7e-05	-0.168935307	Exc_Neuron
7529	ATG14	1.7e-05	0.006807295	Exc_Neuron
7530	CLMN	1.71e-05	-0.075265641	Exc_Neuron
7531	ALG5	1.71e-05	0.208376766	Exc_Neuron
7532	TNS3	1.71e-05	0.152752195	Exc_Neuron
7533	NPIPA5	1.72e-05	-0.91308322	Exc_Neuron
7534	ZNF720	1.73e-05	-0.055758198	Exc_Neuron
7535	HYKK	1.74e-05	0.144523397	Exc_Neuron
7536	WHAMM	1.74e-05	-0.079164338	Exc_Neuron
7537	DAPK3	1.76e-05	-0.027504197	Exc_Neuron
7538	CYP4X1	1.76e-05	-0.201569918	Exc_Neuron
7539	UNC45A	1.76e-05	0.032475319	Exc_Neuron
7540	NELFA	1.77e-05	-0.105068032	Exc_Neuron
7541	TDRD3	1.77e-05	-0.166651097	Exc_Neuron
7542	PATL1	1.77e-05	0.151362846	Exc_Neuron
7543	SMPD4	1.78e-05	-0.205402235	Exc_Neuron
7544	ELP6	1.78e-05	-0.031240609	Exc_Neuron
7545	JOSD1	1.78e-05	-0.164516233	Exc_Neuron
7546	CPAMD8	1.78e-05	0.382282351	Exc_Neuron
7547	SRD5A3	1.78e-05	-0.078768379	Exc_Neuron
7548	RIMS4	1.78e-05	-0.257806787	Exc_Neuron
7549	SPAST	1.78e-05	-0.17656112	Exc_Neuron
7550	MDN1	1.78e-05	-0.121702438	Exc_Neuron
7551	MT1A	1.79e-05	0.474326638	Exc_Neuron
7552	RRP7A	1.79e-05	0.110224174	Exc_Neuron
7553	RCE1	1.8e-05	0.318406183	Exc_Neuron
7554	POLR1B	1.8e-05	-0.133073118	Exc_Neuron
7555	SMIM15	1.82e-05	-0.342660739	Exc_Neuron
7556	GINM1	1.82e-05	-0.232500392	Exc_Neuron
7557	CCNJL	1.84e-05	-0.007357945	Exc_Neuron
7558	UTRN	1.84e-05	0.102272571	Exc_Neuron
7559	MAP7D3	1.84e-05	0.443624747	Exc_Neuron
7560	ZNF182	1.85e-05	0.055604485	Exc_Neuron
7561	FRAS1	1.85e-05	-0.230221092	Exc_Neuron
7562	LAS1L	1.86e-05	-0.03716978	Exc_Neuron
7563	TSPAN33	1.86e-05	0.143413422	Exc_Neuron
7564	L3MBTL3	1.86e-05	-0.09988445	Exc_Neuron
7565	DCLRE1B	1.87e-05	0.328764433	Exc_Neuron
7566	ANO5	1.87e-05	-0.131944906	Exc_Neuron
7567	OGFR	1.87e-05	-0.117811403	Exc_Neuron
7568	LURAP1L	1.88e-05	-0.277589454	Exc_Neuron
7569	CCDC68	1.89e-05	0.242929533	Exc_Neuron
7570	ZNF239	1.89e-05	0.150981961	Exc_Neuron
7571	SMG7	1.91e-05	-0.065441854	Exc_Neuron
7572	KLF8	1.92e-05	-0.124864272	Exc_Neuron
7573	NECAP2	1.92e-05	0.064059514	Exc_Neuron
7574	SUGCT	1.93e-05	-0.046643407	Exc_Neuron
7575	ASAH2B	1.93e-05	0.169667723	Exc_Neuron
7576	NRP2	1.93e-05	-0.311527101	Exc_Neuron
7577	ZNF33B	1.93e-05	0.016896068	Exc_Neuron
7578	PROX2	1.93e-05	1.094357775	Exc_Neuron
7579	AMMECR1L	1.94e-05	0.08619969	Exc_Neuron
7580	LRRFIP2	1.94e-05	-0.174181243	Exc_Neuron
7581	GAS1	1.94e-05	-0.029942845	Exc_Neuron
7582	EIF2D	1.95e-05	0.115439648	Exc_Neuron
7583	KIAA0100	1.95e-05	-0.003388245	Exc_Neuron
7584	EHD1	1.95e-05	-0.200573732	Exc_Neuron
7585	RPS6KC1	1.95e-05	-0.016756406	Exc_Neuron
7586	SLC37A1	1.95e-05	-0.115933321	Exc_Neuron
7587	RP11-248J23.7	1.98e-05	0.402465194	Exc_Neuron
7588	IL17D	1.98e-05	-0.12112071	Exc_Neuron
7589	SMYD3	1.98e-05	-0.134143165	Exc_Neuron
7590	ZNF829	1.98e-05	-0.09082295	Exc_Neuron
7591	HIBADH	1.99e-05	-0.293556334	Exc_Neuron
7592	DCAF8	1.99e-05	-0.23221922	Exc_Neuron
7593	PCNXL4	1.99e-05	-0.059309861	Exc_Neuron
7594	KIF26B	2e-05	-0.01359457	Exc_Neuron
7595	CCNL1	2e-05	-0.179133418	Exc_Neuron
7596	RALGPS1	2e-05	-0.19127111	Exc_Neuron
7597	ACOT2	2e-05	0.197473934	Exc_Neuron
7598	NFKBIE	2.01e-05	0.119428416	Exc_Neuron
7599	PGGT1B	2.01e-05	-0.268457932	Exc_Neuron
7600	NFKB1	2.01e-05	-0.097428086	Exc_Neuron
7601	SEMA4A	2.01e-05	-0.08729199	Exc_Neuron
7602	SH3BP5L	2.02e-05	-0.119518639	Exc_Neuron
7603	APBB2	2.04e-05	-0.135890207	Exc_Neuron
7604	FBXO30	2.04e-05	0.057898422	Exc_Neuron
7605	BCKDHB	2.05e-05	-0.154060487	Exc_Neuron
7606	RUFY1	2.06e-05	-0.120112049	Exc_Neuron
7607	DCUN1D2	2.07e-05	-0.159941158	Exc_Neuron
7608	SCARA3	2.08e-05	0.069114579	Exc_Neuron
7609	AF131216.1	2.08e-05	1.160823422	Exc_Neuron
7610	GNG13	2.09e-05	0.445941819	Exc_Neuron
7611	ARX	2.11e-05	-0.097368408	Exc_Neuron
7612	TLN1	2.11e-05	-0.224653526	Exc_Neuron
7613	RNF115	2.11e-05	-0.167057235	Exc_Neuron
7614	TTC33	2.12e-05	-0.197075923	Exc_Neuron
7615	JPH1	2.12e-05	-0.155892658	Exc_Neuron
7616	ZSWIM3	2.12e-05	-0.012248898	Exc_Neuron
7617	LMO1	2.13e-05	0.021605139	Exc_Neuron
7618	GLMN	2.14e-05	-0.117829694	Exc_Neuron
7619	PXYLP1	2.14e-05	-0.060950808	Exc_Neuron
7620	TNKS1BP1	2.14e-05	-0.076687318	Exc_Neuron
7621	E4F1	2.16e-05	-0.170090797	Exc_Neuron
7622	CEP295	2.16e-05	-0.108489433	Exc_Neuron
7623	DISC1	2.17e-05	-0.072188848	Exc_Neuron
7624	IFRD2	2.17e-05	-0.131485486	Exc_Neuron
7625	POT1	2.18e-05	-0.117669025	Exc_Neuron
7626	CABLES2	2.18e-05	-0.017068911	Exc_Neuron
7627	AC004076.9	2.19e-05	-0.069031042	Exc_Neuron
7628	LHFPL2	2.21e-05	0.069503826	Exc_Neuron
7629	SETD1A	2.22e-05	0.071950537	Exc_Neuron
7630	LRRC23	2.22e-05	-0.116542333	Exc_Neuron
7631	SH2D4A	2.22e-05	0.627591873	Exc_Neuron
7632	SENP5	2.23e-05	-0.097120718	Exc_Neuron
7633	RALY	2.23e-05	-0.114967124	Exc_Neuron
7634	MYCL	2.25e-05	1.170088996	Exc_Neuron
7635	PCP4L1	2.25e-05	-0.055423487	Exc_Neuron
7636	ZNF30	2.26e-05	0.128232042	Exc_Neuron
7637	MPST	2.26e-05	0.111384251	Exc_Neuron
7638	TMEM158	2.27e-05	-0.189593481	Exc_Neuron
7639	ANKLE1	2.27e-05	0.265856963	Exc_Neuron
7640	RTN2	2.28e-05	-0.157245913	Exc_Neuron
7641	FTSJ2	2.28e-05	-0.148989085	Exc_Neuron
7642	PEX26	2.29e-05	-0.076782159	Exc_Neuron
7643	C3orf52	2.29e-05	0.789003969	Exc_Neuron
7644	MTA1	2.29e-05	-0.179577898	Exc_Neuron
7645	ZNF512B	2.3e-05	-0.273230201	Exc_Neuron
7646	EMB	2.31e-05	-0.216823473	Exc_Neuron
7647	SYBU	2.33e-05	-0.040209798	Exc_Neuron
7648	HEATR1	2.34e-05	-0.078827019	Exc_Neuron
7649	PNPLA4	2.34e-05	0.308884502	Exc_Neuron
7650	OTUD7B	2.35e-05	-0.229996174	Exc_Neuron
7651	BRINP2	2.35e-05	-0.120393341	Exc_Neuron
7652	YEATS2	2.35e-05	-0.118942375	Exc_Neuron
7653	ZNF672	2.37e-05	0.04759021	Exc_Neuron
7654	CNTN4	2.38e-05	-0.21721998	Exc_Neuron
7655	SPEG	2.38e-05	-0.092244553	Exc_Neuron
7656	NT5DC1	2.39e-05	-0.338493262	Exc_Neuron
7657	MTERF2	2.39e-05	-0.140773558	Exc_Neuron
7658	SCAF8	2.39e-05	-0.161758967	Exc_Neuron
7659	TFR2	2.39e-05	0.280542182	Exc_Neuron
7660	ABCC8	2.4e-05	-0.189576444	Exc_Neuron
7661	CAMK4	2.41e-05	-0.076403077	Exc_Neuron
7662	INTS5	2.41e-05	0.180364436	Exc_Neuron
7663	C4orf45	2.41e-05	-0.150965112	Exc_Neuron
7664	P3H2	2.44e-05	-0.186569484	Exc_Neuron
7665	TIGD3	2.47e-05	0.507340829	Exc_Neuron
7666	NRBP2	2.48e-05	0.051958094	Exc_Neuron
7667	CLGN	2.5e-05	0.029561645	Exc_Neuron
7668	VAC14	2.5e-05	-0.004344174	Exc_Neuron
7669	HDAC5	2.51e-05	-0.117622773	Exc_Neuron
7670	NBPF6	2.54e-05	0.771201475	Exc_Neuron
7671	UCKL1	2.54e-05	0.197236271	Exc_Neuron
7672	KAT2A	2.54e-05	-0.141685102	Exc_Neuron
7673	GULP1	2.55e-05	-0.055592059	Exc_Neuron
7674	HIC2	2.56e-05	-0.04610928	Exc_Neuron
7675	DESI2	2.57e-05	-0.130261812	Exc_Neuron
7676	CCDC130	2.57e-05	-0.134213027	Exc_Neuron
7677	ZNF324	2.57e-05	0.212216446	Exc_Neuron
7678	NR4A2	2.59e-05	0.401082996	Exc_Neuron
7679	MST1	2.59e-05	0.686959806	Exc_Neuron
7680	RCBTB2	2.61e-05	-0.041495117	Exc_Neuron
7681	TRNAU1AP	2.61e-05	-0.222364289	Exc_Neuron
7682	ARHGAP23	2.65e-05	-0.116074305	Exc_Neuron
7683	ARSJ	2.65e-05	0.099676679	Exc_Neuron
7684	SERTAD2	2.67e-05	0.01483197	Exc_Neuron
7685	ZNF669	2.67e-05	0.320921803	Exc_Neuron
7686	TMEM169	2.68e-05	0.036371154	Exc_Neuron
7687	STAT2	2.69e-05	-0.117904325	Exc_Neuron
7688	JAZF1	2.7e-05	-0.102049936	Exc_Neuron
7689	TMEM234	2.71e-05	0.013284911	Exc_Neuron
7690	TBC1D8	2.73e-05	-0.059685647	Exc_Neuron
7691	ZNF502	2.73e-05	0.368867349	Exc_Neuron
7692	SCAMP2	2.75e-05	0.004124934	Exc_Neuron
7693	MSH2	2.76e-05	-0.144302479	Exc_Neuron
7694	UBE3C	2.76e-05	-0.114752972	Exc_Neuron
7695	COL6A6	2.76e-05	0.458346201	Exc_Neuron
7696	PCDH11Y	2.78e-05	-0.122512222	Exc_Neuron
7697	CD58	2.79e-05	0.252516942	Exc_Neuron
7698	ENDOG	2.8e-05	0.176222599	Exc_Neuron
7699	RP11-15K19.2	2.81e-05	-0.301885233	Exc_Neuron
7700	C5AR1	2.81e-05	0.101342468	Exc_Neuron
7701	FAM110A	2.84e-05	0.574546144	Exc_Neuron
7702	FUT9	2.86e-05	-0.055841381	Exc_Neuron
7703	FNBP1	2.87e-05	-0.213081501	Exc_Neuron
7704	PIBF1	2.87e-05	-0.146362912	Exc_Neuron
7705	GIT2	2.89e-05	-0.051614474	Exc_Neuron
7706	SENP7	2.89e-05	-0.061284823	Exc_Neuron
7707	CCBL2	2.89e-05	-0.278311806	Exc_Neuron
7708	C2orf81	2.9e-05	-0.195883239	Exc_Neuron
7709	MED1	2.9e-05	-0.06479161	Exc_Neuron
7710	HS6ST3	2.9e-05	-0.17460023	Exc_Neuron
7711	CFAP100	2.93e-05	0.688759257	Exc_Neuron
7712	SOAT1	2.93e-05	-0.003566371	Exc_Neuron
7713	FUT11	2.94e-05	0.021256779	Exc_Neuron
7714	ZNF620	2.95e-05	0.570862322	Exc_Neuron
7715	ACYP2	2.98e-05	-0.092404522	Exc_Neuron
7716	DNAJC28	2.98e-05	0.651368873	Exc_Neuron
7717	SWT1	3e-05	-0.032431444	Exc_Neuron
7718	TNPO2	3e-05	-0.130046054	Exc_Neuron
7719	ZNF273	3.01e-05	-0.101428529	Exc_Neuron
7720	ZNF264	3.02e-05	-0.029945327	Exc_Neuron
7721	MAS1	3.02e-05	0.075939726	Exc_Neuron
7722	KIAA1614	3.02e-05	-0.10950809	Exc_Neuron
7723	HNRNPA1L2	3.04e-05	0.390995327	Exc_Neuron
7724	PLS3	3.04e-05	-0.062693908	Exc_Neuron
7725	HIST2H2BE	3.05e-05	0.385517842	Exc_Neuron
7726	KCNQ2	3.07e-05	-0.005412026	Exc_Neuron
7727	PPARGC1B	3.08e-05	-0.122957489	Exc_Neuron
7728	GMDS	3.09e-05	-0.134023879	Exc_Neuron
7729	C6orf62	3.11e-05	-0.294937561	Exc_Neuron
7730	TGFB2	3.11e-05	0.06300214	Exc_Neuron
7731	RPUSD1	3.14e-05	-0.230131367	Exc_Neuron
7732	KDM5C	3.14e-05	-0.067782298	Exc_Neuron
7733	KIAA0556	3.17e-05	-0.201665457	Exc_Neuron
7734	FKTN	3.17e-05	-0.177139032	Exc_Neuron
7735	DACT3	3.18e-05	-0.02609331	Exc_Neuron
7736	NIN	3.18e-05	-0.03414014	Exc_Neuron
7737	PTGFRN	3.19e-05	-0.132870426	Exc_Neuron
7738	XKR9	3.2e-05	-0.119005354	Exc_Neuron
7739	FOSL2	3.2e-05	-0.072099155	Exc_Neuron
7740	SGPP2	3.21e-05	0.049822126	Exc_Neuron
7741	C19orf38	3.21e-05	0.235757431	Exc_Neuron
7742	FAT3	3.22e-05	-0.286497395	Exc_Neuron
7743	REL	3.24e-05	-0.132757492	Exc_Neuron
7744	RP11-201K10.3	3.24e-05	0.638523452	Exc_Neuron
7745	HMBS	3.26e-05	0.320699236	Exc_Neuron
7746	PDK1	3.27e-05	-0.076771608	Exc_Neuron
7747	DCLRE1C	3.27e-05	-0.002029132	Exc_Neuron
7748	ANO6	3.31e-05	-0.081443239	Exc_Neuron
7749	GRM4	3.31e-05	0.034231787	Exc_Neuron
7750	DNMT3A	3.31e-05	-0.059725976	Exc_Neuron
7751	NIPAL2	3.33e-05	-0.453148254	Exc_Neuron
7752	KLF10	3.34e-05	0.036789175	Exc_Neuron
7753	MYH7B	3.36e-05	0.009838352	Exc_Neuron
7754	LMX1B	3.37e-05	0.571845242	Exc_Neuron
7755	DEPDC5	3.39e-05	-0.207353205	Exc_Neuron
7756	GPSM2	3.4e-05	0.290479625	Exc_Neuron
7757	HEATR9	3.42e-05	0.452570876	Exc_Neuron
7758	C1orf174	3.43e-05	0.360448528	Exc_Neuron
7759	AKAP10	3.46e-05	-0.117825671	Exc_Neuron
7760	GAK	3.46e-05	-0.209865851	Exc_Neuron
7761	SLC36A4	3.46e-05	-0.21323862	Exc_Neuron
7762	LRRC9	3.46e-05	-0.008205252	Exc_Neuron
7763	GNG7	3.48e-05	-0.192171728	Exc_Neuron
7764	CLK4	3.49e-05	-0.095909344	Exc_Neuron
7765	BIN3	3.56e-05	-0.167559221	Exc_Neuron
7766	RPL39	3.56e-05	0.268350367	Exc_Neuron
7767	EXTL1	3.58e-05	-0.087054646	Exc_Neuron
7768	GXYLT1	3.61e-05	0.087433933	Exc_Neuron
7769	KIAA0141	3.62e-05	-0.040063807	Exc_Neuron
7770	ZC2HC1C	3.63e-05	0.20968643	Exc_Neuron
7771	PTBP1	3.64e-05	0.001742055	Exc_Neuron
7772	ENGASE	3.64e-05	-0.133267256	Exc_Neuron
7773	ENKUR	3.69e-05	-0.07095355	Exc_Neuron
7774	PLEKHF2	3.7e-05	0.770474365	Exc_Neuron
7775	VPS37D	3.71e-05	-0.110668523	Exc_Neuron
7776	GALR1	3.75e-05	-1.269259537	Exc_Neuron
7777	TNKS	3.78e-05	-0.098505373	Exc_Neuron
7778	RNFT1	3.78e-05	0.175890905	Exc_Neuron
7779	TMEM206	3.81e-05	0.134826044	Exc_Neuron
7780	SH2D1B	3.83e-05	0.079233736	Exc_Neuron
7781	RDH13	3.84e-05	-0.040717534	Exc_Neuron
7782	PRC1	3.84e-05	0.040130354	Exc_Neuron
7783	MYOT	3.84e-05	0.265568109	Exc_Neuron
7784	DNAH14	3.85e-05	-0.142347483	Exc_Neuron
7785	RP4-613B23.5	3.87e-05	-0.088221586	Exc_Neuron
7786	SYMPK	3.87e-05	-0.285137452	Exc_Neuron
7787	FAM214B	3.87e-05	-0.186826298	Exc_Neuron
7788	BLNK	3.87e-05	0.663584814	Exc_Neuron
7789	TAGLN2	3.9e-05	0.321769026	Exc_Neuron
7790	TIMM44	3.9e-05	-0.149099133	Exc_Neuron
7791	TRMT2B	3.9e-05	0.046646818	Exc_Neuron
7792	GDAP2	3.91e-05	-0.005067901	Exc_Neuron
7793	CRHBP	3.92e-05	-0.195163156	Exc_Neuron
7794	LRTOMT	3.94e-05	0.137021276	Exc_Neuron
7795	PRPH2	3.95e-05	0.298605833	Exc_Neuron
7796	SNRNP27	3.95e-05	0.238266457	Exc_Neuron
7797	MPP3	3.96e-05	0.395606211	Exc_Neuron
7798	PCCB	3.98e-05	-0.03226953	Exc_Neuron
7799	STEAP3	3.98e-05	0.616542366	Exc_Neuron
7800	GLB1	4e-05	-0.144080672	Exc_Neuron
7801	AMFR	4.01e-05	-0.125760057	Exc_Neuron
7802	C3orf67	4.02e-05	-0.028466079	Exc_Neuron
7803	DAW1	4.05e-05	0.128855439	Exc_Neuron
7804	SRP54	4.05e-05	-0.104753371	Exc_Neuron
7805	FAT4	4.06e-05	0.56085273	Exc_Neuron
7806	TFB2M	4.07e-05	0.120920783	Exc_Neuron
7807	VWA5A	4.09e-05	0.069852219	Exc_Neuron
7808	GFY	4.1e-05	2.265023283	Exc_Neuron
7809	SAAL1	4.12e-05	0.281299296	Exc_Neuron
7810	HIPK2	4.13e-05	-0.282048312	Exc_Neuron
7811	GLIPR1L1	4.13e-05	0.260953042	Exc_Neuron
7812	SOGA1	4.14e-05	-0.206058228	Exc_Neuron
7813	ACBD5	4.14e-05	0.093908808	Exc_Neuron
7814	BCL9	4.15e-05	-0.16857624	Exc_Neuron
7815	BRF2	4.17e-05	0.033511838	Exc_Neuron
7816	WRAP73	4.18e-05	0.252755465	Exc_Neuron
7817	AHNAK2	4.19e-05	-0.190652644	Exc_Neuron
7818	USP54	4.2e-05	-0.157846675	Exc_Neuron
7819	ATP13A3	4.2e-05	-0.105068378	Exc_Neuron
7820	UNG	4.23e-05	-0.112446907	Exc_Neuron
7821	BCL11B	4.24e-05	-0.150174477	Exc_Neuron
7822	SLC7A8	4.25e-05	-0.121603339	Exc_Neuron
7823	DMPK	4.25e-05	0.114484473	Exc_Neuron
7824	ASB2	4.3e-05	0.27870434	Exc_Neuron
7825	ASTE1	4.31e-05	0.236804208	Exc_Neuron
7826	TAF10	4.31e-05	-0.057391313	Exc_Neuron
7827	NUDT7	4.31e-05	0.02144836	Exc_Neuron
7828	CTSK	4.34e-05	0.33651641	Exc_Neuron
7829	ZFHX3	4.37e-05	-0.025849677	Exc_Neuron
7830	ZDHHC5	4.4e-05	0.06846883	Exc_Neuron
7831	ILKAP	4.43e-05	-0.165661961	Exc_Neuron
7832	ZBTB24	4.43e-05	0.147261874	Exc_Neuron
7833	PTN	4.45e-05	0.019895683	Exc_Neuron
7834	ZNF571	4.46e-05	0.274818726	Exc_Neuron
7835	PPFIA3	4.51e-05	-0.151407499	Exc_Neuron
7836	PGAM5	4.52e-05	-0.05236671	Exc_Neuron
7837	OSGEPL1	4.53e-05	0.247417342	Exc_Neuron
7838	DIO3	4.53e-05	1.043111404	Exc_Neuron
7839	PTPRG	4.53e-05	-0.247027941	Exc_Neuron
7840	USP19	4.55e-05	-0.00543873	Exc_Neuron
7841	BORCS5	4.56e-05	-0.083762811	Exc_Neuron
7842	PLGLB1	4.57e-05	-0.110177734	Exc_Neuron
7843	MCF2L2	4.58e-05	-0.070101804	Exc_Neuron
7844	LETM1	4.58e-05	-0.304791361	Exc_Neuron
7845	SLC22A5	4.59e-05	-0.038213701	Exc_Neuron
7846	TET3	4.59e-05	-0.087227876	Exc_Neuron
7847	AK2	4.6e-05	-0.057590383	Exc_Neuron
7848	RIIAD1	4.63e-05	0.310435148	Exc_Neuron
7849	CPNE7	4.63e-05	-0.004918236	Exc_Neuron
7850	PDZD7	4.64e-05	-0.155018333	Exc_Neuron
7851	CPVL	4.65e-05	-0.011093816	Exc_Neuron
7852	ANKRD44	4.67e-05	-0.326990202	Exc_Neuron
7853	ZNF853	4.71e-05	0.177034985	Exc_Neuron
7854	RP11-475E11.9	4.72e-05	-0.114310192	Exc_Neuron
7855	GSTCD	4.72e-05	-0.117902686	Exc_Neuron
7856	DGCR2	4.74e-05	-0.194736813	Exc_Neuron
7857	CTNND1	4.77e-05	-0.126431247	Exc_Neuron
7858	IGFBP3	4.79e-05	0.015954772	Exc_Neuron
7859	CCDC102B	4.81e-05	-0.242509722	Exc_Neuron
7860	CLK3	4.83e-05	-0.090973792	Exc_Neuron
7861	MITF	4.84e-05	0.21135929	Exc_Neuron
7862	PDK4	4.85e-05	0.716196789	Exc_Neuron
7863	MREG	4.89e-05	-0.141708982	Exc_Neuron
7864	PIGQ	4.91e-05	-0.774701712	Exc_Neuron
7865	SCN10A	4.92e-05	0.352374718	Exc_Neuron
7866	SNX4	4.94e-05	-0.136167339	Exc_Neuron
7867	R3HCC1L	4.94e-05	-0.207986042	Exc_Neuron
7868	ZBTB45	4.96e-05	-0.042359509	Exc_Neuron
7869	RAD17	4.99e-05	-0.135307031	Exc_Neuron
7870	DVL2	4.99e-05	-0.227055234	Exc_Neuron
7871	ZFYVE26	4.99e-05	-0.171384617	Exc_Neuron
7872	ZNF226	5.01e-05	0.225979596	Exc_Neuron
7873	PNPO	5.02e-05	-0.05815455	Exc_Neuron
7874	GAS2	5.02e-05	-0.240932873	Exc_Neuron
7875	ATG16L1	5.02e-05	-0.13527728	Exc_Neuron
7876	ANKRD28	5.04e-05	-0.187377883	Exc_Neuron
7877	EML5	5.05e-05	-0.143880858	Exc_Neuron
7878	ZBED4	5.11e-05	0.14711834	Exc_Neuron
7879	PKIB	5.12e-05	-0.102076743	Exc_Neuron
7880	C11orf24	5.14e-05	0.003751632	Exc_Neuron
7881	FAM163A	5.16e-05	0.120019232	Exc_Neuron
7882	TUBB3	5.16e-05	0.494870563	Exc_Neuron
7883	POLQ	5.16e-05	-0.013337096	Exc_Neuron
7884	LAMC1	5.2e-05	-0.184858885	Exc_Neuron
7885	GRAP2	5.23e-05	0.025000673	Exc_Neuron
7886	TRADD	5.23e-05	0.180525734	Exc_Neuron
7887	TFEC	5.26e-05	0.733510298	Exc_Neuron
7888	FAM156A	5.26e-05	0.039359998	Exc_Neuron
7889	LRRC4B	5.27e-05	-0.075250023	Exc_Neuron
7890	SPATA2L	5.3e-05	0.210289255	Exc_Neuron
7891	KCNH2	5.32e-05	-0.091317488	Exc_Neuron
7892	C11orf68	5.32e-05	-0.20380048	Exc_Neuron
7893	NSUN6	5.33e-05	-0.194788412	Exc_Neuron
7894	VIT	5.4e-05	0.246234949	Exc_Neuron
7895	ZSCAN30	5.4e-05	-0.148372376	Exc_Neuron
7896	ALG8	5.43e-05	0.056438711	Exc_Neuron
7897	KIAA0907	5.44e-05	-0.010963766	Exc_Neuron
7898	ACOT11	5.44e-05	-0.087870862	Exc_Neuron
7899	RPS6KA2	5.46e-05	-0.120830448	Exc_Neuron
7900	SPIN4	5.46e-05	0.014342339	Exc_Neuron
7901	DMTF1	5.47e-05	-0.062942177	Exc_Neuron
7902	SYNDIG1	5.48e-05	-0.063989834	Exc_Neuron
7903	TIPARP	5.49e-05	-0.241659065	Exc_Neuron
7904	FBLN5	5.49e-05	0.345888739	Exc_Neuron
7905	HAVCR2	5.5e-05	-0.043637088	Exc_Neuron
7906	ZSCAN21	5.5e-05	0.112131864	Exc_Neuron
7907	CACNA1D	5.52e-05	-0.072133213	Exc_Neuron
7908	ATP8B4	5.58e-05	-0.13842905	Exc_Neuron
7909	FUT1	5.6e-05	-0.444165888	Exc_Neuron
7910	COG2	5.6e-05	-0.299664435	Exc_Neuron
7911	PDZD4	5.61e-05	-0.178695316	Exc_Neuron
7912	TYW1B	5.62e-05	-0.155274365	Exc_Neuron
7913	GCDH	5.64e-05	-0.20321411	Exc_Neuron
7914	SAMHD1	5.66e-05	-0.183211278	Exc_Neuron
7915	HBG2	5.66e-05	-0.080945738	Exc_Neuron
7916	FAM149A	5.67e-05	-0.03172803	Exc_Neuron
7917	CELF4	5.7e-05	0.062306967	Exc_Neuron
7918	IPO11	5.7e-05	-0.108338609	Exc_Neuron
