	Gene	padj	FC	Tissue
32714	MAF	0.427927751	0.605092426	Astrocyte
32715	PNPO	0.427927751	1.386834667	Astrocyte
32716	KLF2	0.427927751	1.674051348	Astrocyte
32717	FOXRED2	0.428202227	-0.822793367	Astrocyte
32718	FSTL5	0.428496133	-0.24101055	Astrocyte
32719	HAVCR2	0.428521702	0.643472958	Astrocyte
32720	PFDN2	0.429209556	0.891138706	Astrocyte
32721	MRRF	0.429209556	0.488597271	Astrocyte
32722	LSM5	0.429211147	-0.937208087	Astrocyte
32723	PTRHD1	0.430589731	0.211094864	Astrocyte
32724	TYW5	0.430589731	0.620251601	Astrocyte
32725	STT3B	0.430589731	0.319788935	Astrocyte
32726	C6orf47	0.430589731	1.298032065	Astrocyte
32727	NDUFB3	0.430617522	0.220260207	Astrocyte
32728	GRM8	0.431208517	0.29860246	Astrocyte
32729	CASP8	0.431231929	0.066604609	Astrocyte
32730	CCDC28A	0.431331755	0.235427711	Astrocyte
32731	TBC1D7	0.431386511	1.266476098	Astrocyte
32732	DYNC1I1	0.431386511	0.321918262	Astrocyte
32733	SYVN1	0.431386511	1.025384266	Astrocyte
32734	MRPL51	0.431386511	0.280405594	Astrocyte
32735	PIBF1	0.431386511	0.008691397	Astrocyte
32736	LRRC8A	0.431563121	-0.325202149	Astrocyte
32737	DNTTIP1	0.431579236	0.751259721	Astrocyte
32738	GSTM4	0.432689183	0.27872766	Astrocyte
32739	C1orf54	0.432850167	0.600135448	Astrocyte
32740	MARK2	0.433075128	0.220276934	Astrocyte
32741	MIOS	0.43364906	-0.269256489	Astrocyte
32742	DERA	0.43364906	0.589607453	Astrocyte
32743	DDT	0.43364906	0.705694215	Astrocyte
32744	TMOD3	0.433951306	-0.682774713	Astrocyte
32745	POLD2	0.43396213	1.006001001	Astrocyte
32746	RAB20	0.43396213	-2.117242204	Astrocyte
32747	NLRP7	0.434165232	-1.953047028	Astrocyte
32748	ACVR1C	0.434176778	0.757047811	Astrocyte
32749	GSN	0.434269163	0.292261086	Astrocyte
32750	KDM1A	0.435189182	0.235976824	Astrocyte
32751	CC2D1B	0.435262165	-1.248102471	Astrocyte
32752	NOS1AP	0.435262165	0.944530054	Astrocyte
32753	ARHGEF26	0.435262165	0.132406435	Astrocyte
32754	HOPX	0.435262165	-0.684450909	Astrocyte
32755	TMEM184C	0.435262165	-1.087100637	Astrocyte
32756	RNF175	0.435262165	0.683570746	Astrocyte
32757	HLA-DRA	0.435262165	0.765178588	Astrocyte
32758	TXLNB	0.435262165	1.655440753	Astrocyte
32759	APOO	0.435262165	0.58967573	Astrocyte
32760	LGR4	0.435262165	-0.260073179	Astrocyte
32761	AASDHPPT	0.435262165	0.696257918	Astrocyte
32762	PGBD4	0.435262165	0.969498092	Astrocyte
32763	LSM12	0.435417509	0.754316983	Astrocyte
32764	PPIL1	0.435761382	1.698159936	Astrocyte
32765	TAC4	0.435761382	1.365540021	Astrocyte
32766	GPER1	0.436624866	1.2034283	Astrocyte
32767	ZNF214	0.436669017	0.9483048	Astrocyte
32768	TCP11L1	0.436669017	0.573505556	Astrocyte
32769	NDUFS5	0.436858273	0.247178266	Astrocyte
32770	GNB1	0.437015089	0.266364188	Astrocyte
32771	C1orf228	0.437015089	-0.213528207	Astrocyte
32772	KIF15	0.437015089	1.249906767	Astrocyte
32773	LYAR	0.437015089	-1.656968151	Astrocyte
32774	MAPK14	0.437015089	0.323757433	Astrocyte
32775	EDA	0.437015089	0.67859935	Astrocyte
32776	ARMC1	0.437015089	0.276398254	Astrocyte
32777	TMEM55B	0.437015089	0.751793725	Astrocyte
32778	TMEM147	0.437015089	0.285719684	Astrocyte
32779	ETFB	0.437015089	0.476856788	Astrocyte
32780	SSB	0.437472795	0.436059151	Astrocyte
32781	ASMTL	0.437472795	0.676064867	Astrocyte
32782	RPS2	0.437472795	0.351939424	Astrocyte
32783	NOL11	0.437472795	-1.322190829	Astrocyte
32784	SUMO3	0.437472795	0.502044108	Astrocyte
32785	VAMP5	0.438555325	0.733081307	Astrocyte
32786	S1PR3	0.439062237	0.485601695	Astrocyte
32787	RAPH1	0.439116225	0.150969888	Astrocyte
32788	SPIN2B	0.439142729	1.355503931	Astrocyte
32789	DBNL	0.439166124	-0.976336587	Astrocyte
32790	SVBP	0.439454281	0.372095001	Astrocyte
32791	OCLN	0.439454281	0.853562209	Astrocyte
32792	TMEM106B	0.439454281	0.412834315	Astrocyte
32793	FBXO34	0.439454281	0.587839739	Astrocyte
32794	MPP5	0.439454281	-0.688059875	Astrocyte
32795	UBL7	0.439454281	0.863444238	Astrocyte
32796	ACSM3	0.439454281	0.95867593	Astrocyte
32797	DNAH3	0.439454281	0.457182308	Astrocyte
32798	ZNF471	0.439454281	0.606369409	Astrocyte
32799	MAATS1	0.439488128	-0.58409487	Astrocyte
32800	ZNRF1	0.439488128	-0.702959448	Astrocyte
32801	ZNF415	0.439876307	-1.532048676	Astrocyte
32802	RBSN	0.440272122	-0.388789614	Astrocyte
32803	IRF1	0.440391334	1.184016264	Astrocyte
32804	GNAQ	0.440391334	-0.17019113	Astrocyte
32805	SETD4	0.440424947	0.333384318	Astrocyte
32806	MATK	0.440437239	0.872216578	Astrocyte
32807	EMP3	0.440800316	0.620018554	Astrocyte
32808	GPR137	0.44111454	0.655981105	Astrocyte
32809	SNRPG	0.441211219	0.579993056	Astrocyte
32810	IFT74	0.441211219	-0.44673808	Astrocyte
32811	YBX3	0.441211219	-1.078005284	Astrocyte
32812	PUS1	0.441211219	-0.648965888	Astrocyte
32813	BCAS1	0.441211219	0.032329534	Astrocyte
32814	ZFP82	0.441322386	0.493172888	Astrocyte
32815	ALG3	0.441389084	0.688935915	Astrocyte
32816	SLC38A9	0.441389084	0.282457243	Astrocyte
32817	TMX4	0.441389084	0.600462888	Astrocyte
32818	TYK2	0.441389084	0.555328394	Astrocyte
32819	SAMD1	0.441389084	0.987001196	Astrocyte
32820	BLVRB	0.441389084	0.36727771	Astrocyte
32821	TST	0.44198717	-1.256849017	Astrocyte
32822	SPRYD7	0.442484302	0.550538689	Astrocyte
32823	DFFA	0.44251414	0.27417047	Astrocyte
32824	RBM45	0.44251414	-0.886602535	Astrocyte
32825	MLF2	0.44251414	0.249243673	Astrocyte
32826	FAM151B	0.442939382	0.124603553	Astrocyte
32827	KRBOX4	0.443206586	0.182803846	Astrocyte
32828	VPS51	0.443206586	0.631585846	Astrocyte
32829	WBP11	0.443206586	0.636928512	Astrocyte
32830	RANGRF	0.443206586	0.338005988	Astrocyte
32831	FYB	0.443397778	0.821161905	Astrocyte
32832	EIF4G2	0.443428305	0.140966818	Astrocyte
32833	SLC9C2	0.443473859	0.326838877	Astrocyte
32834	CFAP100	0.443496838	0.71021031	Astrocyte
32835	STX6	0.443540457	-0.002646016	Astrocyte
32836	FUBP3	0.443540457	-0.688795753	Astrocyte
32837	ZNF428	0.443540457	0.402780175	Astrocyte
32838	PTPN9	0.444126998	-0.164027548	Astrocyte
32839	PGAP3	0.444766581	-0.855596233	Astrocyte
32840	SEC22B	0.445103224	0.649371523	Astrocyte
32841	COL23A1	0.445103224	0.372788933	Astrocyte
32842	AP5Z1	0.445103224	-1.066823201	Astrocyte
32843	GNAI1	0.445103224	0.77272861	Astrocyte
32844	TMEM260	0.445103224	0.626351999	Astrocyte
32845	ALG12	0.445103224	0.216269755	Astrocyte
32846	TBC1D2	0.445835302	0.967363516	Astrocyte
32847	ILF2	0.446332764	0.409180332	Astrocyte
32848	TMEM223	0.44664594	0.666951449	Astrocyte
32849	ZNF235	0.446891698	0.063902535	Astrocyte
32850	SEMA3B	0.447075855	0.359688903	Astrocyte
32851	MAML3	0.447100935	0.328316044	Astrocyte
32852	PLPP3	0.448128011	-0.13951293	Astrocyte
32853	OLA1	0.448128011	-0.349194327	Astrocyte
32854	SLC30A9	0.448128011	0.277676112	Astrocyte
32855	KCNN2	0.448128011	0.307216479	Astrocyte
32856	CYB5R4	0.448128011	-0.498085084	Astrocyte
32857	TECPR1	0.448128011	-0.88582708	Astrocyte
32858	FMNL3	0.448128011	0.30071931	Astrocyte
32859	HLA-A	0.448665477	0.42779199	Astrocyte
32860	DAP	0.448928163	0.107270996	Astrocyte
32861	TMED5	0.44903817	0.793591773	Astrocyte
32862	PPAT	0.44903817	0.362470616	Astrocyte
32863	MRPL22	0.44903817	0.818787925	Astrocyte
32864	ELN	0.44903817	0.494757359	Astrocyte
32865	MSRA	0.44903817	0.16718539	Astrocyte
32866	C1QTNF4	0.44903817	0.687033485	Astrocyte
32867	LRRC27	0.44903817	-1.135349055	Astrocyte
32868	FLII	0.44903817	0.486704042	Astrocyte
32869	TLE1	0.449186991	-0.196420994	Astrocyte
32870	PI4KB	0.450132662	0.288782448	Astrocyte
32871	MAMLD1	0.450135184	0.451628485	Astrocyte
32872	VWA3B	0.451015158	0.883361973	Astrocyte
32873	RICTOR	0.451015158	0.202965482	Astrocyte
32874	CBWD5	0.451015158	-0.628780366	Astrocyte
32875	RFK	0.451015158	-2.033627187	Astrocyte
32876	FAM168A	0.451015158	0.237960551	Astrocyte
32877	MOAP1	0.451015158	0.774291542	Astrocyte
32878	FOPNL	0.451015158	0.227723836	Astrocyte
32879	C1orf122	0.451305261	0.055656393	Astrocyte
32880	PTPN23	0.451305261	0.522718225	Astrocyte
32881	ZSCAN23	0.451305261	0.557131413	Astrocyte
32882	PHKA2	0.451305261	-0.67015646	Astrocyte
32883	TCEA2	0.451305261	0.628134981	Astrocyte
32884	CDC16	0.451460393	0.344128741	Astrocyte
32885	SLC6A9	0.45184116	0.319228512	Astrocyte
32886	COPG2	0.451985051	0.436312987	Astrocyte
32887	PREPL	0.45223339	0.22250611	Astrocyte
32888	PLEKHA6	0.452797171	0.060250056	Astrocyte
32889	CNRIP1	0.452797171	0.455804211	Astrocyte
32890	PHC3	0.452797171	0.015132825	Astrocyte
32891	ARMCX1	0.452797171	-2.036518776	Astrocyte
32892	DDX6	0.452797171	0.276423661	Astrocyte
32893	DDAH1	0.453026867	0.079868024	Astrocyte
32894	GSE1	0.453028914	0.51926798	Astrocyte
32895	PPIB	0.45432928	0.616169729	Astrocyte
32896	TNFRSF14	0.454856435	-1.293759416	Astrocyte
32897	ZNF330	0.454856435	1.369403147	Astrocyte
32898	SRPX	0.454856435	1.199075298	Astrocyte
32899	TRIM22	0.454856435	1.142464444	Astrocyte
32900	IFIT3	0.454856435	0.680573384	Astrocyte
32901	TMEM116	0.454856435	0.483244899	Astrocyte
32902	NIN	0.454856435	0.374885393	Astrocyte
32903	NUMB	0.454856435	0.15384772	Astrocyte
32904	PIF1	0.454856435	1.639599011	Astrocyte
32905	PLIN1	0.454856435	-0.607236413	Astrocyte
32906	TUFM	0.454856435	0.506098382	Astrocyte
32907	AC004076.9	0.454856435	-0.201188858	Astrocyte
32908	NFATC4	0.455193238	-0.713939344	Astrocyte
32909	WFDC1	0.455646575	0.70883669	Astrocyte
32910	ROR1	0.455654538	-0.655219029	Astrocyte
32911	MCM9	0.455654538	0.428324863	Astrocyte
32912	RNF13	0.456359467	0.274177367	Astrocyte
32913	FO538757.2	0.456958858	-0.33951481	Astrocyte
32914	RSRP1	0.456958858	-0.341122709	Astrocyte
32915	CMPK1	0.457386368	0.892177785	Astrocyte
32916	RGMB	0.457386368	1.137551537	Astrocyte
32917	RALGDS	0.457386368	-0.4620996	Astrocyte
32918	CATSPERG	0.457386368	0.724428708	Astrocyte
32919	USP9Y	0.457386368	0.017703327	Astrocyte
32920	EHD3	0.458289985	0.930902325	Astrocyte
32921	BTBD6	0.458289985	0.869618506	Astrocyte
32922	RAB11FIP2	0.458290743	-0.296971463	Astrocyte
32923	CPSF3	0.458497796	0.404335074	Astrocyte
32924	RFX3	0.458497796	-0.219646473	Astrocyte
32925	ZMAT4	0.458549664	0.704219598	Astrocyte
32926	XYLB	0.458896691	0.560656668	Astrocyte
32927	CEP126	0.458896691	0.249129686	Astrocyte
32928	ZNF571	0.459213015	0.78443758	Astrocyte
32929	PPOX	0.459766902	0.535799013	Astrocyte
32930	MORN2	0.459766902	0.762906738	Astrocyte
32931	ADAMTS3	0.459766902	0.966206057	Astrocyte
32932	SNX9	0.459838675	0.539012478	Astrocyte
32933	SLC25A3	0.459838675	0.294691408	Astrocyte
32934	GPRC5C	0.459838675	0.493971452	Astrocyte
32935	SELT	0.459997395	0.506836431	Astrocyte
32936	RPL30	0.459997395	0.463814832	Astrocyte
32937	CLPX	0.459997395	-0.131285918	Astrocyte
32938	PTPRF	0.46003016	-0.231566692	Astrocyte
32939	ZCWPW1	0.460146562	0.469844655	Astrocyte
32940	OTUD4	0.460248599	0.437555527	Astrocyte
32941	CCDC127	0.460771547	1.238791237	Astrocyte
32942	NUPR1	0.460771547	0.207623049	Astrocyte
32943	GOLGA5	0.461398407	0.598482291	Astrocyte
32944	SULT2B1	0.461406213	-2.978450225	Astrocyte
32945	RNF24	0.461659905	0.466361356	Astrocyte
32946	CYP2U1	0.46250312	-1.748707411	Astrocyte
32947	ANKRA2	0.46250312	-0.406603571	Astrocyte
32948	TMEM178B	0.46250312	0.213176619	Astrocyte
32949	LSM1	0.46250312	0.375858287	Astrocyte
32950	VAT1L	0.46250312	1.186351269	Astrocyte
32951	ZNF568	0.46250312	0.285452345	Astrocyte
32952	UTY	0.46250312	0.108502645	Astrocyte
32953	SFXN5	0.463093601	0.101682896	Astrocyte
32954	TDRD12	0.463093601	-2.790195486	Astrocyte
32955	ARPC5	0.463301143	0.162890982	Astrocyte
32956	KLHL32	0.463301143	-0.278043374	Astrocyte
32957	DAG1	0.463686875	-0.582375732	Astrocyte
32958	MARCH7	0.463766437	0.538850917	Astrocyte
32959	SUSD4	0.463867225	-1.555050939	Astrocyte
32960	LYPD1	0.463867225	0.864944801	Astrocyte
32961	C8orf46	0.463867225	-0.702296527	Astrocyte
32962	METTL18	0.463909698	2.01676722	Astrocyte
32963	PYCRL	0.463909698	-2.942209323	Astrocyte
32964	TMIE	0.464407807	1.814356178	Astrocyte
32965	COL4A6	0.464678568	2.545629672	Astrocyte
32966	KPNA2	0.464678568	0.950510737	Astrocyte
32967	DISP1	0.465495764	2.203529838	Astrocyte
32968	DALRD3	0.465495764	-0.958994689	Astrocyte
32969	PDLIM5	0.465495764	0.20298832	Astrocyte
32970	SMAP1	0.465495764	0.514331702	Astrocyte
32971	RIPPLY2	0.465495764	1.411299528	Astrocyte
32972	HGH1	0.465495764	-1.659691592	Astrocyte
32973	SNAI3	0.465495764	0.436497502	Astrocyte
32974	ZNF780B	0.465495764	-0.545876835	Astrocyte
32975	SLC9A2	0.465704468	-1.588036215	Astrocyte
32976	HES6	0.466084385	0.160074167	Astrocyte
32977	ZNF467	0.466084385	1.170657413	Astrocyte
32978	FGF7	0.466084385	1.654353461	Astrocyte
32979	RTN2	0.466084385	1.45038576	Astrocyte
32980	CCDC3	0.466091053	0.386981491	Astrocyte
32981	WSCD2	0.466131271	1.262527005	Astrocyte
32982	HES7	0.466131271	1.438392707	Astrocyte
32983	XPO1	0.466276633	0.354193595	Astrocyte
32984	KCNMB2	0.466276633	1.087920162	Astrocyte
32985	BBS12	0.466276633	1.406986852	Astrocyte
32986	KCNK4	0.466276633	0.784228198	Astrocyte
32987	THOC6	0.466276633	1.07924648	Astrocyte
32988	SLC16A13	0.466276633	-0.357030946	Astrocyte
32989	FSD1	0.466276633	-0.883473476	Astrocyte
32990	CERS4	0.466276633	0.298071769	Astrocyte
32991	ADSL	0.466276633	1.819605211	Astrocyte
32992	ZNF33A	0.466488019	0.064517434	Astrocyte
32993	FARP1	0.466488019	-0.317258832	Astrocyte
32994	TIGD1	0.466494773	-1.168827511	Astrocyte
32995	BCL2L1	0.466494773	0.095248124	Astrocyte
32996	NAA60	0.466637564	0.192217202	Astrocyte
32997	SNN	0.466637564	0.197014167	Astrocyte
32998	ARL8B	0.466653104	0.468766793	Astrocyte
32999	GRIN2A	0.466653104	0.038225383	Astrocyte
33000	MOB1A	0.466912361	0.994212942	Astrocyte
33001	UQCC2	0.466912361	0.861306979	Astrocyte
33002	HINT3	0.466912361	0.764285634	Astrocyte
33003	ZCCHC6	0.466912361	-0.58802742	Astrocyte
33004	PTGR1	0.466912361	0.210328518	Astrocyte
33005	SPTY2D1	0.466912361	1.206421505	Astrocyte
33006	TNFAIP2	0.466912361	1.139738296	Astrocyte
33007	PRTG	0.466912361	0.705053482	Astrocyte
33008	KDM6B	0.466912361	-1.282583181	Astrocyte
33009	DUSP9	0.467245962	-2.000027841	Astrocyte
33010	LEKR1	0.467430561	-1.149820992	Astrocyte
33011	B3GLCT	0.467531996	-0.63707896	Astrocyte
33012	EP400NL	0.467829913	0.851218995	Astrocyte
33013	DNAJC11	0.467853791	-0.610894265	Astrocyte
33014	MME	0.467853791	1.029763204	Astrocyte
33015	GSTK1	0.467853791	0.502749744	Astrocyte
33016	CHPT1	0.467853791	-0.183390339	Astrocyte
33017	ANAPC5	0.467853791	-0.352131533	Astrocyte
33018	TNPO2	0.467853791	-0.608463621	Astrocyte
33019	BRINP2	0.46920739	-0.30768029	Astrocyte
33020	SPARC	0.470176429	1.428583427	Astrocyte
33021	MARCH1	0.470276432	0.393140592	Astrocyte
33022	EDNRB	0.470356863	0.214199313	Astrocyte
33023	SMOC1	0.470356863	0.831824993	Astrocyte
33024	FAM208A	0.471121426	0.361471868	Astrocyte
33025	XRCC4	0.471298292	0.45764886	Astrocyte
33026	AEN	0.472330987	0.927826333	Astrocyte
33027	KLHL26	0.47286713	-1.233378636	Astrocyte
33028	ARHGEF4	0.47297982	0.165902266	Astrocyte
33029	NMNAT2	0.473432776	0.370439215	Astrocyte
33030	EPHA4	0.473548657	-0.456730068	Astrocyte
33031	LRFN5	0.473548657	-0.343145656	Astrocyte
33032	TCN2	0.473548657	0.781492136	Astrocyte
33033	RHCE	0.473660314	-1.490946282	Astrocyte
33034	LIX1L	0.473660314	-1.311164859	Astrocyte
33035	PRRT1	0.473660314	0.366799993	Astrocyte
33036	MAZ	0.473660314	-1.101077038	Astrocyte
33037	ZNF749	0.473660314	0.602948236	Astrocyte
33038	MGAT4B	0.47379135	0.30439678	Astrocyte
33039	IKZF5	0.47379135	0.342621692	Astrocyte
33040	NCAPH2	0.47379135	-0.931085246	Astrocyte
33041	ERRFI1	0.473815734	0.355913975	Astrocyte
33042	PADI4	0.473815734	1.121700866	Astrocyte
33043	KCNIP1	0.473815734	-0.701136611	Astrocyte
33044	TRMT10B	0.473815734	-0.015248091	Astrocyte
33045	ATP2B1	0.473815734	0.270534778	Astrocyte
33046	IMPACT	0.474490341	1.290440508	Astrocyte
33047	ZNF318	0.47452988	0.842497421	Astrocyte
33048	KIF21A	0.47452988	-0.400411034	Astrocyte
33049	GALK2	0.474955847	0.38971705	Astrocyte
33050	DXO	0.475108625	0.431497152	Astrocyte
33051	DCK	0.475682214	1.766102303	Astrocyte
33052	CHAMP1	0.475682214	1.034857401	Astrocyte
33053	NMB	0.475682214	1.440509453	Astrocyte
33054	ISG20L2	0.476231818	1.030693948	Astrocyte
33055	CPNE5	0.476231818	1.405927811	Astrocyte
33056	PDXDC1	0.476231818	0.131934491	Astrocyte
33057	GPR37L1	0.476474127	-0.110028231	Astrocyte
33058	RP11-514P8.7	0.476474127	1.24759167	Astrocyte
33059	SSNA1	0.476474127	0.564735075	Astrocyte
33060	TIMM10	0.476474127	1.396346037	Astrocyte
33061	TESPA1	0.476474127	0.229678689	Astrocyte
33062	SYNGR3	0.47672322	0.93786061	Astrocyte
33063	OPRM1	0.477075105	1.185338644	Astrocyte
33064	FHOD3	0.477075105	0.359737284	Astrocyte
33065	ARSB	0.477706795	0.452768595	Astrocyte
33066	PTCD1	0.477706795	1.706399454	Astrocyte
33067	ETV6	0.477706795	-0.423005721	Astrocyte
33068	MAP1S	0.477706795	0.505617898	Astrocyte
33069	KIF2A	0.47812307	0.060534724	Astrocyte
33070	KHK	0.478462062	1.064808047	Astrocyte
33071	MYBBP1A	0.478462062	0.453249895	Astrocyte
33072	PFAS	0.479383895	0.948958421	Astrocyte
33073	TAB2	0.479716759	0.373424482	Astrocyte
33074	PIANP	0.479716759	0.797082383	Astrocyte
33075	ZNF609	0.479716759	0.135204538	Astrocyte
33076	PRR36	0.479716759	0.923238734	Astrocyte
33077	DEF8	0.479842689	-0.431111249	Astrocyte
33078	IFT27	0.480054512	-0.586520722	Astrocyte
33079	SRSF4	0.48008954	-0.222497223	Astrocyte
33080	AGBL5	0.48008954	0.64393634	Astrocyte
33081	NBN	0.48008954	0.6736382	Astrocyte
33082	TOM1L2	0.480352621	0.137933008	Astrocyte
33083	PSMG2	0.480985056	0.07033154	Astrocyte
33084	PICALM	0.481527761	0.07298981	Astrocyte
33085	NDUFS7	0.481527761	0.406116702	Astrocyte
33086	MRPL54	0.481527761	0.472586609	Astrocyte
33087	ZNF136	0.481527761	0.639449799	Astrocyte
33088	ZNF836	0.481527761	0.315649745	Astrocyte
33089	VPS72	0.481550813	0.24236761	Astrocyte
33090	KPNA6	0.481941637	0.218214293	Astrocyte
33091	PDZRN4	0.482045354	-0.513134332	Astrocyte
33092	KDM2B	0.482045354	0.368745032	Astrocyte
33093	PPP2R3C	0.482045354	-0.288537296	Astrocyte
33094	ACSS2	0.482045354	-0.725370204	Astrocyte
33095	MARVELD2	0.482851019	-0.036135655	Astrocyte
33096	ANK2	0.482999697	0.072132274	Astrocyte
33097	SCG3	0.483309838	-0.432063953	Astrocyte
33098	SLC5A6	0.483669592	0.74518037	Astrocyte
33099	RAB6B	0.483669592	0.391156773	Astrocyte
33100	DDX60L	0.483669592	0.811453302	Astrocyte
33101	ACSL1	0.483669592	-1.231532537	Astrocyte
33102	LRCH2	0.483669592	0.710780214	Astrocyte
33103	DUOX1	0.483669592	0.472904525	Astrocyte
33104	DNAJA2	0.483669592	0.574726587	Astrocyte
33105	POLRMT	0.483669592	-0.238508998	Astrocyte
33106	PSMB4	0.484754111	-0.419446277	Astrocyte
33107	ENSA	0.484877201	-0.190060959	Astrocyte
33108	HS3ST5	0.485527092	-0.356075284	Astrocyte
33109	DCBLD1	0.485527092	0.80083607	Astrocyte
33110	MTF2	0.486868231	0.230952971	Astrocyte
33111	BTBD9	0.486868231	0.175919235	Astrocyte
33112	PSD	0.486868231	-1.80220539	Astrocyte
33113	NARS	0.486868231	0.716355428	Astrocyte
33114	THOP1	0.486868231	-1.361036825	Astrocyte
33115	TXN2	0.486897083	0.285100629	Astrocyte
33116	WNT2B	0.488045467	1.385574205	Astrocyte
33117	MACROD2	0.488950673	0.22039269	Astrocyte
33118	PDLIM3	0.489021823	-0.422751544	Astrocyte
33119	FAM63B	0.489210723	0.212121458	Astrocyte
33120	TPP1	0.489580377	-0.323034283	Astrocyte
33121	DRAM2	0.489904978	0.61102775	Astrocyte
33122	LRRIQ1	0.489904978	0.517320595	Astrocyte
33123	SLC26A11	0.490257242	0.578172805	Astrocyte
33124	ADCK1	0.490668021	-0.757812925	Astrocyte
33125	CCNI	0.491633321	0.173451951	Astrocyte
33126	ADAM10	0.491633321	0.216266906	Astrocyte
33127	ARHGAP31	0.492822618	-0.292932408	Astrocyte
33128	SEMA3A	0.492822618	0.069274073	Astrocyte
33129	UCKL1	0.494273787	-0.492193525	Astrocyte
33130	MORC4	0.49442267	-1.997186141	Astrocyte
33131	RAB9A	0.494614518	0.160790921	Astrocyte
33132	ZNF687	0.495481141	-1.947781449	Astrocyte
33133	MNT	0.495481141	0.653590914	Astrocyte
33134	C20orf96	0.495481141	0.480933016	Astrocyte
33135	NTN5	0.495481141	-2.26762302	Astrocyte
33136	HSCB	0.495481141	0.45275826	Astrocyte
33137	HP1BP3	0.495498161	0.310328086	Astrocyte
33138	SOCS5	0.495498161	-0.063039916	Astrocyte
33139	MGAT5	0.495498161	-0.549175348	Astrocyte
33140	STX18	0.495498161	-0.595653539	Astrocyte
33141	HEXB	0.495498161	0.520402246	Astrocyte
33142	JARID2	0.495498161	-0.32535439	Astrocyte
33143	ANKRD46	0.495498161	0.599279501	Astrocyte
33144	LRRC45	0.495498161	-1.67541711	Astrocyte
33145	CELF5	0.495498161	0.782559469	Astrocyte
33146	SEMA6B	0.495498161	-2.083424213	Astrocyte
33147	LYG1	0.495993068	1.943207842	Astrocyte
33148	KCNJ3	0.495993068	0.028525004	Astrocyte
33149	MLLT3	0.495993068	0.082790791	Astrocyte
33150	ARMC5	0.495993068	-1.720879639	Astrocyte
33151	PLEKHJ1	0.495993068	0.756057458	Astrocyte
33152	ARPC5L	0.496440656	0.507205214	Astrocyte
33153	UQCRC2	0.496440656	-0.350212524	Astrocyte
33154	DYNLRB2	0.496440656	0.997465225	Astrocyte
33155	ZHX3	0.496440656	-0.222631694	Astrocyte
33156	NCAM2	0.496440656	-0.179507715	Astrocyte
33157	CHD5	0.496529644	-1.90286112	Astrocyte
33158	EMC4	0.496529644	1.077859683	Astrocyte
33159	DYNC1H1	0.496535881	0.208959034	Astrocyte
33160	SAE1	0.496588019	0.361017621	Astrocyte
33161	BAHD1	0.496695496	0.005511683	Astrocyte
33162	RCCD1	0.497156636	-1.401232037	Astrocyte
33163	PNCK	0.498410133	0.474374786	Astrocyte
33164	TMEM56-RWDD3	0.498791377	0.476757583	Astrocyte
33165	DBR1	0.498791377	-0.754184515	Astrocyte
33166	PPM1K	0.498791377	0.349020604	Astrocyte
33167	NAP1L3	0.498791377	0.035870453	Astrocyte
33168	PAK1	0.498791377	0.527385163	Astrocyte
43285	CRYAB	3.16e-51	0.572438099	Oligodendrocyte
43286	HSPA1A	3.8e-47	1.351358137	Oligodendrocyte
43287	PTMA	1.3999999999999998e-42	0.49163891	Oligodendrocyte
43288	PDE1A	5.08e-41	0.706901782	Oligodendrocyte
43289	UBB	2.19e-36	0.749867502	Oligodendrocyte
43290	GAPDH	5.810000000000001e-35	0.604431145	Oligodendrocyte
43291	TTLL7	1.34e-32	-0.317105943	Oligodendrocyte
43292	NRXN3	2.51e-32	-0.466987371	Oligodendrocyte
43293	FTH1	3.97e-32	0.331867532	Oligodendrocyte
43294	CAV1	2.1e-27	2.25520372	Oligodendrocyte
43295	HSP90AA1	2.22e-27	0.461861527	Oligodendrocyte
43296	DYNLL1	3.5700000000000005e-27	0.601166164	Oligodendrocyte
43297	EIF1	7.860000000000001e-27	0.532687523	Oligodendrocyte
43298	CNTNAP4	4.07e-25	0.478235146	Oligodendrocyte
43299	TMSB10	7.81e-25	1.07269589	Oligodendrocyte
43300	TUBA1A	1.3e-24	0.455136541	Oligodendrocyte
43301	STMN1	4.8399999999999995e-24	0.524370688	Oligodendrocyte
43302	H3F3B	7.07e-24	0.514215638	Oligodendrocyte
43303	UBC	2.69e-23	0.684128799	Oligodendrocyte
43304	SOD1	8.13e-23	0.695457333	Oligodendrocyte
43305	NUPR1	1.1200000000000001e-22	1.815580441	Oligodendrocyte
43306	LAMA2	4.82e-22	-0.828401177	Oligodendrocyte
43307	CFL1	2.7100000000000004e-21	0.606197743	Oligodendrocyte
43308	B2M	2.8700000000000003e-21	0.648835119	Oligodendrocyte
43309	GRIN2A	9.070000000000001e-21	0.78623365	Oligodendrocyte
43310	RASGEF1B	7.27e-20	-0.503851183	Oligodendrocyte
43311	SRP14	1.11e-19	0.68451853	Oligodendrocyte
43312	HSPH1	1.39e-19	0.959525602	Oligodendrocyte
43313	COX7C	4.15e-19	0.78700769	Oligodendrocyte
43314	HINT1	4.34e-19	0.572636729	Oligodendrocyte
43315	TMSB4X	5.5e-18	0.449788768	Oligodendrocyte
43316	PRDX1	6.59e-18	0.605181883	Oligodendrocyte
43317	APOD	1.14e-17	0.343659536	Oligodendrocyte
43318	BTF3	7.92e-17	0.735643264	Oligodendrocyte
43319	GSTP1	8.1e-17	0.66747632	Oligodendrocyte
